"# Primal Logic Kernel Test: MU=0.16905000, KE=1.00"
"# Core: D0=145.0000000000, I3=6.4939394023, S=23.0983417165, F'(D0)=0.000129931830"
# Generated: 2025-11-26T06:07:54.197744
"# dt=0.01, t_end=5.0, n_steps=501"
# Control law: dψ/dt = -μ·ψ(t) + KE·e(t)

t,psi,gamma,Ec
0.0,1.0,0.004,0.0
0.01,0.9983495,0.00398,3.97343101e-05
0.02,0.99670159017025,0.0039601,7.920468977233208e-05
0.03,0.9950562671320672,0.0039402995,0.00011841288689085559
0.04,0.9934135275074805,0.0039205980025,0.00015736063780687865
0.05,0.9917733679192541,0.0039009950124875,0.00019604966742458807
0.06,0.9901357849909115,0.0038814900374250626,0.00023448168927599073
0.07,0.9885007753467586,0.0038620825872379373,0.0002726584055953699
0.08,0.9868683356119073,0.0038427721743017475,0.00031058150739325907
0.09,0.9852384624122984,0.0038235583134302387,0.00034825267452993675
0.1,0.9836111523747247,0.0038044405218630875,0.00038567357578844525
0.11,0.981986402126854,0.0037854183192537723,0.0004228458689471362
0.12,0.980364208297251,0.0037664912276575034,0.0004597712008517461
0.13,0.9787445675154011,0.0037476587715192158,0.0004964512074870049
0.14,0.9771274764117315,0.0037289204776616196,0.0005328875140477802
0.15,0.9755129316176341,0.0037102758752733116,0.0005690817350097607
0.16,0.9739009297654873,0.003691724495896945,0.0006050354741996812
0.17,0.9722914674886777,0.00367326587341746,0.0006407503248650927
0.18,0.9706845414216222,0.003654899544050373,0.0006762278697436789
0.19,0.9690801481997895,0.0036366250463301213,0.0007114696811321256
0.2,0.9674782844597211,0.0036184419210984705,0.0007464773209545405
0.21,0.9658789468390528,0.0036003497114929783,0.0007812523408304317
0.22,0.9642821319765363,0.0035823479629355135,0.0008157962821422443
0.23,0.9626878365120594,0.003564436223120836,0.0008501106761024584
0.24,0.9610960570866669,0.0035466140420052318,0.0008841970438202527
0.25,0.9595067903425819,0.003528880971795206,0.000918056896367735
0.26,0.9579200329232257,0.0035112365669362298,0.0009516917348457429
0.27,0.9563357814732384,0.0034936803841015486,0.0009851030504492177
0.28,0.9547540326384989,0.003476211982181041,0.0010182923245321538
0.29,0.9531747830661453,0.0034588309222701357,0.001051261028672127
0.3,0.9515980294045947,0.003441536767658785,0.0010840106247344025
0.31,0.9500237683035628,0.0034243290838204907,0.0011165425649356288
0.32,0.9484519964140838,0.0034072074384013883,0.0011488582919071159
0.33,0.9468827103885299,0.0033901714012093812,0.001180959238757704
0.34,0.9453159068806302,0.0033732205442033344,0.0012128468291362235
0.35000000000000003,0.9437515825454905,0.003356354441482318,0.0012445224772935487
0.36,0.9421897340396121,0.003339572669274906,0.0012759875881442496
0.37,0.9406303580209109,0.0033228748059285318,0.0013072435573278417
0.38,0.9390734511487359,0.003306260431898889,0.0013382917712696397
0.39,0.9375190100838879,0.0032897291297393945,0.0013691336072412137
0.4,0.9359670314886385,0.0032732804840906976,0.0013997704334204543
0.41000000000000003,0.9344175120267478,0.003256914081670244,0.001430203608951246
0.42,0.9328704483634833,0.0032406295112618927,0.0014604344840027544
0.43,0.9313258371656374,0.0032244263637055833,0.001490464399828325
0.44,0.929783675101546,0.0032083042318870555,0.0015202946888240028
0.45,0.9282439588411058,0.0031922627107276204,0.0015499266745866692
0.46,0.9267066850557921,0.0031763013971739824,0.001579361671971801
0.47000000000000003,0.925171850418677,0.0031604198901881123,0.0016086009871508543
0.48,0.9236394516044462,0.0031446177907371716,0.001637645917668275
0.49,0.9221094852894162,0.0031288947017834856,0.0016664977524981385
0.5,0.9205819481515523,0.003113250228274568,0.0016951577721004212
0.51,0.9190568368704848,0.0030976839771331955,0.0017236272484769054
0.52,0.9175341481275265,0.0030821955572475296,0.001751907445226721
0.53,0.9160138786056894,0.003066784579461292,0.0017799996176015255
0.54,0.9144960249897011,0.0030514506565639853,0.0018079050125603252
0.55,0.9129805839660217,0.0030361934032811654,0.0018356248688239396
