"# Primal Logic Kernel Test: MU=0.16905000, KE=0.10"
"# Core: D0=155.0000000000, I3=6.4939394023, S=23.0983417165, F'(D0)=0.000129931830"
# Generated: 2025-11-26T06:07:54.106564
"# dt=0.01, t_end=5.0, n_steps=501"
# Control law: dψ/dt = -μ·ψ(t) + KE·e(t)

t,psi,gamma,Ec
0.0,1.0,0.004,0.0
0.01,0.9983135,0.00398,3.97328773e-05
0.02,0.99662983102825,0.0039601,7.920041523854974e-05
0.03,0.9949489883988967,0.0039402995,0.00011840438525368652
0.04,0.9932709674335083,0.0039205980025,0.00015734654696229706
0.05,0.9915957634610645,0.0039009950124875,0.00019602864823895053
0.06,0.9899233718179461,0.0038814900374250626,0.00023445242529420638
0.07,0.9882537878479253,0.0038620825872379373,0.00027261960275240044
0.08,0.9865870069021556,0.0038427721743017475,0.00031053189372891294
0.09,0.9849230243391618,0.0038235583134302387,0.0003481909999069215
0.1,0.9832618355248298,0.0038044405218630875,0.0003855986116136429
0.11,0.981603435832397,0.0037854183192537723,0.0004227564078960669
0.12,0.9799478206424416,0.0037664912276575034,0.0004596660565961854
0.13,0.9782949853428732,0.0037476587715192158,0.0004963292144257202
0.14,0.9766449253289226,0.0037289204776616196,0.0005327475270403535
0.15,0.9749976360031317,0.0037102758752733116,0.0005689226291134628
0.16,0.9733531127753436,0.003691724495896945,0.0006048561444093656
0.17,0.9717113510626928,0.00367326587341746,0.0006405496858560753
0.18,0.9700723462895947,0.003654899544050373,0.0006760048556175725
0.19,0.9684360938877362,0.0036366250463301213,0.0007112232451655949
0.2,0.9668025892960653,0.0036184419210984705,0.0007462064353509492
0.21,0.9651718279607814,0.0036003497114929783,0.0007809559964743467
0.22,0.9635438053353251,0.0035823479629355135,0.000815473488356768
0.23,0.9619185168803687,0.003564436223120836,0.0008497604604093586
0.24,0.9602959580638055,0.0035466140420052318,0.0008838184517028583
0.25,0.9586761243607407,0.003528880971795206,0.0009176489910365682
0.26,0.9570590112534807,0.0035112365669362298,0.0009512535970068588
0.27,0.9554446142315236,0.0034936803841015486,0.0009846337780752203
0.28,0.9538329287915494,0.003476211982181041,0.0010177910326358605
0.29,0.9522239504374094,0.0034588309222701357,0.0010507268490828519
0.3,0.9506176746801172,0.003441536767658785,0.0010834427058768312
0.31,0.9490140970378381,0.0034243290838204907,0.0011159400716112542
0.32,0.9474132130358794,0.0034072074384013883,0.0011482204050782103
0.33,0.9458150182066807,0.0033901714012093812,0.0011802851553337965
0.34,0.9442195080898035,0.0033732205442033344,0.0012121357617630574
0.35000000000000003,0.9426266782319219,0.003356354441482318,0.0012437736541444917
0.36,0.9410365241868124,0.003339572669274906,0.0012752002527141291
0.37,0.9394490415153438,0.0033228748059285318,0.0013064169682291795
