"# Primal Logic Kernel Test: MU=0.25000000, KE=1.00"
"# Core: D0=160.0000000000, I3=6.4939394023, S=23.0983417165, F'(D0)=0.000129931830"
# Generated: 2025-11-26T06:07:54.438401
"# dt=0.01, t_end=5.0, n_steps=501"
# Control law: dψ/dt = -μ·ψ(t) + KE·e(t)

t,psi,gamma,Ec
0.0,1.0,0.004,0.0
0.01,0.99754,0.00398,3.9702092e-05
0.02,0.99508595,0.0039601,7.910849070595e-05
0.03,0.992637836125,0.0039402995,0.00011822139439959419
0.04,0.9901956445296876,0.0039205980025,0.00015704298505986712
0.05,0.9877593613983884,0.0039009950124875,0.00019557542848339663
0.06,0.9853289729450173,0.0038814900374250626,0.00023382087440412016
0.07,0.982904465413029,0.0038620825872379373,0.0002717814566120209
0.08,0.9804858250753689,0.0038427721743017475,0.00030945929307099005
0.09,0.9780730382344235,0.0038235583134302387,0.00034685648603582204
0.1,0.9756660912219717,0.0038044405218630875,0.0003839751221683484
0.11,0.9732649703991354,0.0037854183192537723,0.00042081727265271706
0.12,0.9708696621563301,0.0037664912276575034,0.00045738499330982325
0.13,0.9684801529132159,0.0037476587715192158,0.0004936803247108981
0.14,0.966096429118648,0.0037289204776616196,0.000529705292290261
0.15,0.963718477250628,0.0037102758752733116,0.0005654619064572423
0.16,0.9613462838162542,0.003691724495896945,0.000600952162707282
0.17,0.9589798353516725,0.00367326587341746,0.00063617804173221
0.18,0.9566191184220275,0.003654899544050373,0.0006711415095297154
0.19,0.954264119621413,0.0036366250463301213,0.0007058445175120093
0.2,0.9519148255728228,0.0036184419210984705,0.0007402890026136878
0.21,0.9495712229281017,0.0036003497114929783,0.0007744768873988
0.22,0.9472332983678964,0.0035823479629355135,0.0008084100801671292
0.23,0.944901038601606,0.003564436223120836,0.0008420904750596898
0.24,0.9425744303673332,0.0035466140420052318,0.0008755199521634485
0.25,0.940253460431835,0.003528880971795206,0.0009087003776152735
0.26,0.9379381155904734,0.0035112365669362298,0.0009416336037051188
0.27,0.9356283826671665,0.0034936803841015486,0.0009743214689784481
0.28,0.9333242485143396,0.003476211982181041,0.0010067657983379046
0.29,0.9310257000128755,0.0034588309222701357,0.001038968403144232
0.3,0.9287327240720661,0.003441536767658785,0.001070931081316451
0.31,0.9264453076295625,0.0034243290838204907,0.0011026556174313002
0.32,0.9241634376513268,0.0034072074384013883,0.0011341437828219423
0.33,0.9218871011315825,0.0033901714012093812,0.0011653973356759433
0.34,0.9196162850927656,0.0033732205442033344,0.001196418021132532
0.35000000000000003,0.9173509765854757,0.003356354441482318,0.00122720757137914
0.36,0.9150911626884268,0.003339572669274906,0.0012577677057472327
0.37,0.9128368305083985,0.0033228748059285318,0.0012881001308074327
0.38,0.9105879671801868,0.003306260431898889,0.0013182065404639437
0.39,0.9083445598665553,0.0032897291297393945,0.001348088616048277
0.4,0.9061065957581863,0.0032732804840906976,0.0013777480264122882
0.41000000000000003,0.9038740620736317,0.003256914081670244,0.0014071864280205291
0.42,0.9016469460592643,0.0032406295112618927,0.0014364054650419173
0.43,0.8994252349892288,0.0032244263637055833,0.0014654067694407308
0.44,0.8972089161653928,0.0032083042318870555,0.001494191961066933
0.45,0.8949979769172982,0.0031922627107276204,0.0015227626477458305
0.46,0.8927924046021123,0.0031763013971739824,0.0015511204253670706
0.47000000000000003,0.8905921866045787,0.0031604198901881123,0.001579266877972983
0.48,0.8883973103369691,0.0031446177907371716,0.0016072035778462697
0.49,0.886207763239034,0.0031288947017834856,0.0016349320855970498
0.5,0.8840235327779543,0.003113250228274568,0.0016624539502492603
0.51,0.8818446064482922,0.0030976839771331955,0.0016897707093264224
0.52,0.8796709717719429,0.0030821955572475296,0.0017168838889367734
0.53,0.8775026162980855,0.003066784579461292,0.0017437950038577724
0.54,0.8753395276031348,0.0030514506565639853,0.0017705055576199824
0.55,0.8731816932906926,0.0030361934032811654,0.0017970170425903333
0.56,0.8710291009914987,0.0030210124362647596,0.0018233309400547716
0.5700000000000001,0.8688817383633826,0.0030059073740834356,0.0018494487203003008
0.58,0.866739593091215,0.0029908778372130184,0.0018753718426964161
0.59,0.864602652886859,0.0029759234480269533,0.0019011017557759393
0.6,0.8624709054891221,0.0029610438307868187,0.0019266398973152561
0.61,0.8603443386637072,0.0029462386116328844,0.001951987694413964
0.62,0.8582229402031643,0.00293150741857472,0.0019771465635739296
0.63,0.8561066979268421,0.0029168498814818463,0.002002117910777767
0.64,0.8539955996808398,0.002902265632074437,0.002026903131566732
0.65,0.8518896333379584,0.0028877543039140647,0.0020515036111180465
0.66,0.8497887867976527,0.0028733155323944944,0.00207592072432165
0.67,0.8476930479859826,0.002858948954732522,0.0021001558358563857
0.68,0.8456024048555649,0.002844654209958859,0.0021242103002656228
0.6900000000000001,0.8435168453855256,0.0028304309389090647,0.0021480854620323244
0.7000000000000001,0.8414363575814509,0.0028162787842145195,0.002171782655653558
0.71,0.8393609294753394,0.002802197390293447,0.002195303205714459
0.72,0.8372905491255539,0.00278818640334198,0.002218648426961645
0.73,0.8352252046167734,0.00277424547132527,0.002241819624376093
0.74,0.8331648840599447,0.0027603742439686434,0.0022648180932454747
0.75,0.8311095755922345,0.0027465723727488002,0.002287645119235961
0.76,0.8290592673769814,0.0027328395108850564,0.0023103019784634932
0.77,0.8270139476036479,0.0027191753133306313,0.0023327899375645326
0.78,0.824973604487772,0.0027055794367639783,0.002355110253766284
0.79,0.8229382262709203,0.0026920515395801583,0.002377264174956404
0.8,0.8209078012206388,0.0026785912818822577,0.002399252939752191
0.81,0.818882317630406,0.0026651983254728463,0.00242107777756927
0.8200000000000001,0.8168617638195846,0.002651872333845482,0.002442739908689764
0.8300000000000001,0.8148461281333741,0.0026386129721762547,0.002464240544329967
0.84,0.8128353989427625,0.0026254199073153734,0.0024855808867075167
0.85,0.8108295646444788,0.0026122928077787965,0.0025067621291080685
0.86,0.8088286136609454,0.0025992313437399025,0.002527785455951481
0.87,0.8068325344402304,0.002586235187021203,0.002548652042857509
0.88,0.804841315456,0.0025733040110860967,0.0025693630567110164
0.89,0.8028549452074709,0.0025604374910306663,0.002589919655726702
0.9,0.8008734122193626,0.0025476353035755127,0.0026103229895133523
0.91,0.79889670504185,0.002534897127057635,0.0026305741991376162
0.92,0.7969248122505159,0.002522222641422347,0.002650674417187311
0.93,0.7949577224463038,0.002509611528215235,0.002670624767834261
0.9400000000000001,0.7929954242554702,0.002497063470574159,0.002690426366896669
0.9500000000000001,0.7910379063295373,0.002484578153221288,0.0027100803219010316
0.96,0.7890851573452456,0.0024721552624551815,0.0027295877321435948
0.97,0.7871371660045071,0.0024597944861429054,0.002748949688751355
0.98,0.7851939210343573,0.002447495513712191,0.0027681672747426117
0.99,0.7832554111869084,0.00243525803614363,0.0027872415650870707
1.0,0.7813216252393026,0.0024230817459629118,0.002806173626765505
1.01,0.779392551993664,0.0024109663372330974,0.0028249645188289743
1.02,0.7774681802770521,0.002398911505546932,0.002843615292457607
1.03,0.775548498941415,0.0023869169480191976,0.0028621269910189483
1.04,0.7736334968635417,0.0023749823632791016,0.002880500650125877
1.05,0.7717231629450156,0.002363107451462706,0.0028987372976940944
1.06,0.7698174861121677,0.0023512919142053925,0.002916837953999189
1.07,0.7679164553160294,0.0023395354546343655,0.0029348036317332787
1.08,0.7660200595322857,0.0023278377773611938,0.002952635336061236
1.09,0.7641282877612285,0.002316198588474388,0.0029703340646764953
1.1,0.7622411290277102,0.002304617595532016,0.0029879008078564496
1.11,0.7603585723810963,0.002293094507554356,0.0030053365485174393
1.12,0.7584806068952191,0.002281629035016584,0.0030226422622693307
1.1300000000000001,0.7566072216683313,0.002270220889841501,0.0030398189174696945
1.1400000000000001,0.7547384058230588,0.0022588697853922935,0.003056867475277583
1.1500000000000001,0.7528741485063551,0.002247575436465332,0.0030737888897069093
1.16,0.751014438889454,0.0022363375592830055,0.0030905841076794326
1.17,0.7491592661678231,0.0022251558714865903,0.0031072540690773517
1.18,0.7473086195611185,0.0022140300921291572,0.0031237997067955097
1.19,0.745462488313137,0.0022029599416685114,0.0031402219467932136
1.2,0.7436208616917709,0.0021919451419601687,0.0031565217081456686
1.21,0.741783728988961,0.002180985416250368,0.003172699903095036
1.22,0.7399510795206512,0.002170080489169116,0.00318875743710111
1.23,0.7381229026267413,0.0021592300867232703,0.003204695208891622
1.24,0.7362991876710416,0.002148433936289654,0.0032205141105121717
1.25,0.734479924041227,0.0021376917666082055,0.003236215027375791
1.26,0.73266510114879,0.0021270033077751644,0.00325179883831214
1.27,0.7308547084289958,0.0021163682912362885,0.0032672664156163387
1.28,0.7290487353408357,0.002105786449780107,0.0032826186250974393
1.29,0.7272471713669814,0.0020952575175312064,0.003297856326126539
1.3,0.7254500060137392,0.0020847812299435503,0.003312980371684538
1.31,0.7236572288110042,0.0020743573237938327,0.0033279916084095426
1.32,0.7218688293122146,0.0020639855371748636,0.00334289087664392
1.33,0.7200847970943058,0.0020536656094889893,0.0033576790104810042
1.34,0.7183051217576649,0.0020433972814415443,0.0033723568378114556
1.35,0.7165297929260852,0.0020331802950343367,0.0033869251803692792
1.36,0.7147588002467203,0.002023014393559165,0.0034013848537775013
1.37,0.7129921333900391,0.0020128993215913693,0.003415736667593509
1.3800000000000001,0.7112297820497799,0.0020028348249834125,0.0034299814253540557
1.3900000000000001,0.7094717359429054,0.0019928206508584953,0.0034441199246199304
1.4000000000000001,0.7077179848095567,0.0019828565476042027,0.0034581529570202993
1.41,0.7059685184130089,0.0019729422648661816,0.003472081308296719
1.42,0.704223326539625,0.0019630775535418505,0.0034859057583468242
1.43,0.7024823989988114,0.0019532621657741413,0.0034996270812676904
1.44,0.7007457256229721,0.0019434958549452706,0.003513246045398879
1.45,0.6990132962674641,0.0019337783756705443,0.003526763413365161
1.46,0.6972851008105522,0.0019241094837921917,0.0035401799421189268
1.47,0.6955611291533638,0.0019144889363732307,0.0035534963829822806
1.48,0.6938413712198441,0.0019049164916913645,0.003566713481688825
1.49,0.6921258169567114,0.0018953919092329077,0.0035798319784251346
1.5,0.6904144563334119,0.0018859149496867431,0.0035928526078719248
1.51,0.6887072793420752,0.0018764853749383094,0.003605776099244914
1.52,0.6870042759974694,0.0018671029480636179,0.003618603176335386
1.53,0.6853054363369564,0.0018577674333232997,0.0036313345575504485
1.54,0.6836107504204473,0.0018484785961566832,0.0036439709559529967
1.55,0.6819202083303577,0.0018392362031758999,0.003656513079301381
1.56,0.6802338001715635,0.0018300400221600204,0.0036689616300887807
1.57,0.6785515160713562,0.0018208898220492202,0.0036813173055822847
1.58,0.6768733461793983,0.001811785372938974,0.0036935807978616857
1.59,0.6751992806676792,0.001802726446074279,0.003705752793857985
1.6,0.6735293097304708,0.0017937128138439077,0.003717833975391615
1.61,0.671863423584283,0.0017847442497746881,0.0037298250192103746
1.62,0.6702016124678201,0.0017758205285258147,0.003741726597027089
1.6300000000000001,0.6685438666419358,0.0017669414258831857,0.0037535393755569867
1.6400000000000001,0.6668901763895898,0.0017581067187537698,0.003765264016554801
1.6500000000000001,0.6652405320158034,0.001749316185160001,0.0037769011768515976
1.6600000000000001,0.6635949238476154,0.0017405696042342008,0.0037884515083913303
1.67,0.6619533422340387,0.0017318667562130298,0.0037999156582671227
1.68,0.6603157775460157,0.0017232074224319647,0.003811294268757285
1.69,0.6586822201763749,0.0017145913853198048,0.0038225879773610624
1.7,0.6570526605397872,0.0017060184283932058,0.003833797416834119
1.71,0.6554270890727216,0.0016974883362512398,0.0038449232152237595
1.72,0.6538054962334023,0.0016890008945699836,0.0038559659959038896
1.73,0.6521878725017646,0.0016805558900971336,0.003866926377609717
1.74,0.6505742083794112,0.0016721531106466479,0.003877804974472198
1.75,0.648964494389569,0.0016637923450934147,0.003888602396052226
1.76,0.6473587210770461,0.0016554733833679476,0.0038993192473745675
1.77,0.6457568790081871,0.001647196016451108,0.003909956128961549
1.78,0.6441589587708312,0.0016389600363688524,0.003920513636866492
1.79,0.6425649509742678,0.0016307652361870083,0.003930992362706903
1.8,0.640974846249194,0.0016226114100060733,0.003941392893697411
1.81,0.6393886352476711,0.0016144983529560429,0.003951715812682473
1.82,0.6378063086430815,0.0016064258611912627,0.003961961698168825
