t,position,setpoint,error,psi,torque,Ec
0.0,0.0,1.0,1.0,0.0003,0.045,150.1492
0.01,7e-06,1.0,0.999994,0.003297,0.5,151.6483
0.02,1.6e-05,1.0,0.999985,0.006289,0.9632,153.1468
0.03,2.6e-05,1.0,0.999975,0.009276,1.4345,154.6453
0.04,3.5e-05,1.0,0.999966,0.012258,1.9141,156.1437
0.05,4.5e-05,1.0,0.999956,0.015235,2.4017,157.6421
0.06,5.5e-05,1.0,0.999946,0.018207,2.8975,159.1403
0.07,6.5e-05,1.0,0.999936,0.021174,3.4013,160.6385
0.08,7.6e-05,1.0,0.999925,0.024136,3.9133,162.1366
0.09,8.6e-05,1.0,0.999915,0.027092,4.4332,163.6347
0.1,9.7e-05,1.0,0.999904,0.030044,4.9567,164.9827
0.11,0.000107,1.0,0.999894,0.032991,5.4428,164.9808
0.12,0.000117,1.0,0.999884,0.035932,5.9281,164.9791
0.13,0.000127,1.0,0.999874,0.038869,6.4125,164.9773
0.14,0.000136,1.0,0.999865,0.041801,6.8961,164.9755
0.15,0.000146,1.0,0.999855,0.044727,7.3788,164.9738
0.16,0.000156,1.0,0.999845,0.047649,7.8608,164.972
0.17,0.000166,1.0,0.999835,0.050566,8.3418,164.9702
0.18,0.000175,1.0,0.999826,0.053478,8.8221,164.9685
0.19,0.000185,1.0,0.999816,0.056384,9.3015,164.9667
0.2,0.000195,1.0,0.999806,0.059286,9.7802,164.965
0.21,0.000205,1.0,0.999796,0.062183,10.258,164.9632
0.22,0.000214,1.0,0.999787,0.065075,10.7349,164.9615
0.23,0.000224,1.0,0.999777,0.067962,11.2111,164.9598
0.24,0.000233,1.0,0.999767,0.070845,11.6864,164.958
0.25,0.000243,1.0,0.999758,0.073722,12.1609,164.9563
0.26,0.000253,1.0,0.999748,0.076594,12.6346,164.9546
0.27,0.000262,1.0,0.999739,0.079462,13.1075,164.9528
0.28,0.000272,1.0,0.999729,0.082325,13.5796,164.9511
0.29,0.000281,1.0,0.99972,0.085183,14.0508,164.9494
0.3,0.000291,1.0,0.99971,0.088036,14.5213,164.9477
0.31,0.0003,1.0,0.9997,0.090884,14.9909,164.9459
0.32,0.00031,1.0,0.999691,0.093727,15.4597,164.9442
0.33,0.000319,1.0,0.999681,0.096565,15.9277,164.9425
0.34,0.000329,1.0,0.999672,0.099399,16.395,164.9408
0.35000000000000003,0.000338,1.0,0.999663,0.102228,16.8614,164.9391
0.36,0.000348,1.0,0.999653,0.105052,17.327,164.9374
