t,position,setpoint,error,psi,torque,Ec
0.0,0.0,1.0,1.0,0.0002,0.03,150.1492
0.01,5e-06,1.0,0.999996,0.002196,0.333,151.6486
0.02,1.1e-05,1.0,0.99999,0.004185,0.641,153.1476
0.03,1.7e-05,1.0,0.999984,0.006168,0.9538,154.6466
0.04,2.4e-05,1.0,0.999977,0.008143,1.2715,156.1456
0.05,3e-05,1.0,0.999971,0.010111,1.594,157.6445
0.06,3.7e-05,1.0,0.999964,0.012073,1.9213,159.1433
0.07,4.3e-05,1.0,0.999957,0.014027,2.2534,160.6421
0.08,5e-05,1.0,0.999951,0.015975,2.5902,162.1409
0.09,5.7e-05,1.0,0.999944,0.017916,2.9317,163.6396
0.1,6.4e-05,1.0,0.999937,0.01985,3.275,164.9883
0.11,7.1e-05,1.0,0.99993,0.021777,3.593,164.9871
0.12,7.7e-05,1.0,0.999924,0.023698,3.9098,164.9859
0.13,8.3e-05,1.0,0.999917,0.025612,4.2256,164.9847
0.14,9e-05,1.0,0.999911,0.027519,4.5402,164.9836
0.15,9.6e-05,1.0,0.999904,0.029419,4.8537,164.9824
0.16,0.000102,1.0,0.999898,0.031313,5.1661,164.9813
0.17,0.000109,1.0,0.999892,0.033201,5.4774,164.9802
0.18,0.000115,1.0,0.999886,0.035081,5.7877,164.979
0.19,0.000121,1.0,0.999879,0.036955,6.0968,164.9779
0.2,0.000128,1.0,0.999873,0.038823,6.4048,164.9768
0.21,0.000134,1.0,0.999867,0.040684,6.7118,164.9756
0.22,0.00014,1.0,0.999861,0.042538,7.0177,164.9745
0.23,0.000146,1.0,0.999854,0.044386,7.3225,164.9734
0.24,0.000152,1.0,0.999848,0.046227,7.6262,164.9723
0.25,0.000159,1.0,0.999842,0.048062,7.9289,164.9712
0.26,0.000165,1.0,0.999836,0.049891,8.2305,164.9701
0.27,0.000171,1.0,0.99983,0.051713,8.5311,164.969
0.28,0.000177,1.0,0.999824,0.053529,8.8305,164.9679
0.29,0.000183,1.0,0.999818,0.055338,9.129,164.9668
0.3,0.000189,1.0,0.999812,0.057141,9.4264,164.9657
0.31,0.000195,1.0,0.999806,0.058938,9.7227,164.9646
0.32,0.000201,1.0,0.9998,0.060729,10.018,164.9635
0.33,0.000207,1.0,0.999794,0.062513,10.3123,164.9625
0.34,0.000213,1.0,0.999788,0.064291,10.6055,164.9614
0.35000000000000003,0.000219,1.0,0.999782,0.066063,10.8977,164.9603
0.36,0.000225,1.0,0.999776,0.067828,11.1889,164.9593
0.37,0.000231,1.0,0.99977,0.069588,11.4791,164.9582
0.38,0.000236,1.0,0.999764,0.071341,11.7682,164.9571
0.39,0.000242,1.0,0.999758,0.073088,12.0563,164.9561
0.4,0.000248,1.0,0.999752,0.074829,12.3434,164.955
0.41000000000000003,0.000254,1.0,0.999747,0.076564,12.6295,164.954
0.42,0.00026,1.0,0.999741,0.078293,12.9146,164.9529
0.43,0.000265,1.0,0.999735,0.080015,13.1987,164.9519
