t,position,setpoint,error,psi,torque,Ec
0.0,0.0,1.0,1.0,0.0002,0.03,150.0142
0.01,5e-06,1.0,0.999996,0.002198,0.3301,150.1636
0.02,1.1e-05,1.0,0.99999,0.004193,0.6302,150.3127
0.03,1.7e-05,1.0,0.999984,0.006184,0.9305,150.4618
0.04,2.3e-05,1.0,0.999978,0.008172,1.2308,150.6109
0.05,2.9e-05,1.0,0.999972,0.010157,1.5313,150.7599
0.06,3.5e-05,1.0,0.999966,0.012138,1.8318,150.909
0.07,4.1e-05,1.0,0.99996,0.014116,2.1323,151.0581
0.08,4.7e-05,1.0,0.999953,0.016091,2.433,151.2072
0.09,5.3e-05,1.0,0.999947,0.018062,2.7338,151.3562
0.1,5.9e-05,1.0,0.999941,0.02003,3.0346,151.5053
0.11,6.5e-05,1.0,0.999935,0.021994,3.3355,151.6543
0.12,7.2e-05,1.0,0.999929,0.023955,3.6365,151.8034
0.13,7.8e-05,1.0,0.999923,0.025913,3.9376,151.9524
0.14,8.4e-05,1.0,0.999917,0.027868,4.2387,152.1015
0.15,9e-05,1.0,0.999911,0.029819,4.54,152.2505
0.16,9.6e-05,1.0,0.999905,0.031767,4.8413,152.3996
0.17,0.000102,1.0,0.999899,0.033712,5.1426,152.5486
0.18,0.000108,1.0,0.999892,0.035653,5.4441,152.6976
0.19,0.000114,1.0,0.999886,0.037591,5.7456,152.8467
0.2,0.00012,1.0,0.99988,0.039526,6.0473,152.9957
0.21,0.000127,1.0,0.999874,0.041457,6.3489,153.1447
0.22,0.000133,1.0,0.999868,0.043385,6.6507,153.2938
0.23,0.000139,1.0,0.999862,0.04531,6.9525,153.4428
0.24,0.000145,1.0,0.999856,0.047232,7.2544,153.5918
0.25,0.000151,1.0,0.99985,0.04915,7.5564,153.7408
0.26,0.000157,1.0,0.999843,0.051065,7.8584,153.8898
0.27,0.000163,1.0,0.999837,0.052977,8.1606,154.0388
0.28,0.000169,1.0,0.999831,0.054886,8.4627,154.1878
0.29,0.000175,1.0,0.999825,0.056791,8.765,154.3368
0.3,0.000182,1.0,0.999819,0.058694,9.0673,154.4858
0.31,0.000188,1.0,0.999813,0.060593,9.3697,154.6348
0.32,0.000194,1.0,0.999807,0.062488,9.6722,154.7838
0.33,0.0002,1.0,0.999801,0.064381,9.9747,154.9328
0.34,0.000206,1.0,0.999794,0.06627,10.2773,155.0818
0.35000000000000003,0.000212,1.0,0.999788,0.068156,10.58,155.2308
0.36,0.000218,1.0,0.999782,0.070039,10.8827,155.3798
0.37,0.000225,1.0,0.999776,0.071919,11.1855,155.5288
0.38,0.000231,1.0,0.99977,0.073795,11.4883,155.6777
0.39,0.000237,1.0,0.999764,0.075669,11.7912,155.8267
0.4,0.000243,1.0,0.999758,0.077539,12.0942,155.9757
0.41000000000000003,0.000249,1.0,0.999752,0.079406,12.3972,156.1246
0.42,0.000255,1.0,0.999745,0.08127,12.7003,156.2736
0.43,0.000261,1.0,0.999739,0.083131,13.0035,156.4226
0.44,0.000268,1.0,0.999733,0.084988,13.3067,156.5715
0.45,0.000274,1.0,0.999727,0.086842,13.61,156.7205
0.46,0.00028,1.0,0.999721,0.088694,13.9133,156.8694
0.47000000000000003,0.000286,1.0,0.999715,0.090542,14.2167,157.0184
0.48,0.000292,1.0,0.999709,0.092387,14.5202,157.1673
0.49,0.000298,1.0,0.999702,0.094229,14.8237,157.3163
0.5,0.000304,1.0,0.999696,0.096067,15.1272,157.4652
0.51,0.000311,1.0,0.99969,0.097903,15.4309,157.6141
0.52,0.000317,1.0,0.999684,0.099735,15.7345,157.7631
0.53,0.000323,1.0,0.999678,0.101565,16.0383,157.912
0.54,0.000329,1.0,0.999672,0.103391,16.3421,158.0609
0.55,0.000335,1.0,0.999665,0.105214,16.6459,158.2099
0.56,0.000341,1.0,0.999659,0.107034,16.9498,158.3588
0.5700000000000001,0.000348,1.0,0.999653,0.108851,17.2537,158.5077
0.58,0.000354,1.0,0.999647,0.110665,17.5577,158.6566
0.59,0.00036,1.0,0.999641,0.112476,17.8618,158.8055
0.6,0.000366,1.0,0.999635,0.114284,18.1659,158.9545
0.61,0.000372,1.0,0.999628,0.116088,18.47,159.1034
0.62,0.000378,1.0,0.999622,0.11789,18.7742,159.2523
0.63,0.000384,1.0,0.999616,0.119689,19.0785,159.4012
0.64,0.000391,1.0,0.99961,0.121484,19.3828,159.5501
0.65,0.000397,1.0,0.999604,0.123277,19.6871,159.699
0.66,0.000403,1.0,0.999598,0.125066,19.9915,159.8479
0.67,0.000409,1.0,0.999591,0.126852,20.296,159.9967
0.68,0.000415,1.0,0.999585,0.128636,20.6005,160.1456
0.6900000000000001,0.000421,1.0,0.999579,0.130416,20.905,160.2945
0.7000000000000001,0.000428,1.0,0.999573,0.132193,21.2096,160.4434
0.71,0.000434,1.0,0.999567,0.133968,21.5142,160.5923
0.72,0.00044,1.0,0.999561,0.135739,21.8189,160.7412
0.73,0.000446,1.0,0.999554,0.137507,22.1236,160.89
0.74,0.000452,1.0,0.999548,0.139273,22.4283,161.0389
0.75,0.000459,1.0,0.999542,0.141035,22.7331,161.1878
0.76,0.000465,1.0,0.999536,0.142794,23.038,161.3366
0.77,0.000471,1.0,0.99953,0.144551,23.3428,161.4855
0.78,0.000477,1.0,0.999524,0.146304,23.6478,161.6344
0.79,0.000483,1.0,0.999517,0.148054,23.9527,161.7832
0.8,0.000489,1.0,0.999511,0.149802,24.2577,161.9321
0.81,0.000496,1.0,0.999505,0.151546,24.5628,162.0809
0.8200000000000001,0.000502,1.0,0.999499,0.153288,24.8678,162.2298
0.8300000000000001,0.000508,1.0,0.999493,0.155026,25.1729,162.3786
0.84,0.000514,1.0,0.999486,0.156762,25.4781,162.5274
0.85,0.00052,1.0,0.99948,0.158494,25.7833,162.6763
0.86,0.000527,1.0,0.999474,0.160224,26.0885,162.8251
0.87,0.000533,1.0,0.999468,0.161951,26.3938,162.9739
0.88,0.000539,1.0,0.999462,0.163675,26.6991,163.1228
0.89,0.000545,1.0,0.999456,0.165396,27.0044,163.2716
0.9,0.000551,1.0,0.999449,0.167114,27.3098,163.4204
0.91,0.000557,1.0,0.999443,0.168829,27.6152,163.5692
0.92,0.000564,1.0,0.999437,0.170541,27.9206,163.7181
0.93,0.00057,1.0,0.999431,0.17225,28.2261,163.8669
0.9400000000000001,0.000576,1.0,0.999425,0.173957,28.5316,164.0157
0.9500000000000001,0.000582,1.0,0.999418,0.17566,28.8371,164.1645
