t,position,setpoint,error,psi,torque,Ec
0.0,0.0,1.0,1.0,0.0005,0.0751,150.1495
0.01,1.1e-05,1.0,0.99999,0.005493,0.8326,151.5708
0.02,2.7e-05,1.0,0.999975,0.010474,1.601,152.8558
0.03,4.3e-05,1.0,0.999959,0.015442,2.3783,154.0182
0.04,5.9e-05,1.0,0.999943,0.020397,3.163,155.0697
0.05,7.5e-05,1.0,0.999927,0.02534,3.9536,156.0208
0.06,9.1e-05,1.0,0.999911,0.030271,4.749,156.8811
0.07,0.000107,1.0,0.999895,0.035189,5.5479,157.6592
0.08,0.000123,1.0,0.999879,0.040095,6.3496,158.363
0.09,0.000139,1.0,0.999862,0.044989,7.1532,158.9995
0.1,0.000156,1.0,0.999846,0.04987,7.9581,159.5752
0.11,0.000172,1.0,0.99983,0.054739,8.7635,160.0958
0.12,0.000188,1.0,0.999813,0.059596,9.5691,160.5665
0.13,0.000205,1.0,0.999797,0.064441,10.3744,160.9922
0.14,0.000221,1.0,0.999781,0.069273,11.1791,161.377
0.15,0.000237,1.0,0.999764,0.074093,11.9827,161.725
0.16,0.000253,1.0,0.999748,0.078901,12.7852,162.0396
0.17,0.00027,1.0,0.999732,0.083697,13.5861,162.3239
0.18,0.000286,1.0,0.999716,0.088481,14.3854,162.5809
0.19,0.000302,1.0,0.9997,0.093253,15.1829,162.8132
0.2,0.000318,1.0,0.999683,0.098013,15.9784,163.0231
0.21,0.000334,1.0,0.999667,0.102761,16.772,163.2128
0.22,0.00035,1.0,0.999651,0.107497,17.5634,163.3841
0.23,0.000366,1.0,0.999635,0.112222,18.3526,163.5389
0.24,0.000382,1.0,0.999619,0.116934,19.1396,163.6787
0.25,0.000398,1.0,0.999603,0.121634,19.9243,163.8048
0.26,0.000414,1.0,0.999587,0.126323,20.7067,163.9188
0.27,0.00043,1.0,0.999572,0.131,21.4868,164.0216
0.28,0.000446,1.0,0.999556,0.135665,22.2645,164.1143
0.29,0.000461,1.0,0.99954,0.140318,23.04,164.198
0.3,0.000477,1.0,0.999524,0.14496,23.813,164.2735
