t,position,setpoint,error,psi,torque,Ec
0.0,0.0,1.0,1.0,0.0005,0.075,150.0142
0.01,1.1e-05,1.0,0.99999,0.005493,0.8249,150.1628
0.02,2.7e-05,1.0,0.999975,0.010474,1.5743,150.3104
0.03,4.2e-05,1.0,0.99996,0.015442,2.3233,150.4582
0.04,5.7e-05,1.0,0.999945,0.020397,3.072,150.6059
0.05,7.2e-05,1.0,0.999929,0.02534,3.8202,150.7536
0.06,8.7e-05,1.0,0.999914,0.030271,4.568,150.9012
0.07,0.000102,1.0,0.999899,0.035189,5.3153,151.0489
0.08,0.000118,1.0,0.999884,0.040095,6.0623,151.1966
0.09,0.000133,1.0,0.999869,0.044989,6.8088,151.3443
0.1,0.000148,1.0,0.999854,0.04987,7.555,151.4919
0.11,0.000163,1.0,0.999839,0.054739,8.3007,151.6396
0.12,0.000178,1.0,0.999823,0.059596,9.046,151.7873
0.13,0.000193,1.0,0.999808,0.064441,9.7908,151.9349
0.14,0.000208,1.0,0.999793,0.069273,10.5353,152.0826
0.15,0.000223,1.0,0.999778,0.074094,11.2793,152.2302
0.16,0.000238,1.0,0.999763,0.078902,12.0229,152.3778
0.17,0.000253,1.0,0.999748,0.083698,12.7661,152.5255
0.18,0.000269,1.0,0.999733,0.088482,13.5088,152.6731
0.19,0.000284,1.0,0.999718,0.093254,14.2512,152.8207
0.2,0.000299,1.0,0.999703,0.098014,14.9931,152.9683
0.21,0.000314,1.0,0.999688,0.102762,15.7345,153.1159
0.22,0.000329,1.0,0.999673,0.107498,16.4756,153.2635
0.23,0.000344,1.0,0.999658,0.112223,17.2162,153.4111
0.24,0.000359,1.0,0.999643,0.116935,17.9564,153.5587
0.25,0.000374,1.0,0.999628,0.121636,18.6962,153.7063
0.26,0.000389,1.0,0.999613,0.126324,19.4355,153.8539
0.27,0.000404,1.0,0.999598,0.131001,20.1744,154.0014
0.28,0.000419,1.0,0.999583,0.135667,20.9129,154.149
0.29,0.000434,1.0,0.999568,0.14032,21.6509,154.2966
0.3,0.000449,1.0,0.999553,0.144962,22.3885,154.4441
0.31,0.000463,1.0,0.999538,0.149592,23.1257,154.5917
0.32,0.000478,1.0,0.999523,0.15421,23.8624,154.7392
0.33,0.000493,1.0,0.999508,0.158817,24.5987,154.8868
0.34,0.000508,1.0,0.999493,0.163412,25.3345,155.0343
0.35000000000000003,0.000523,1.0,0.999478,0.167996,26.07,155.1818
0.36,0.000538,1.0,0.999463,0.172568,26.8049,155.3294
0.37,0.000553,1.0,0.999449,0.177129,27.5395,155.4769
0.38,0.000568,1.0,0.999434,0.181678,28.2736,155.6244
0.39,0.000583,1.0,0.999419,0.186216,29.0073,155.7719
0.4,0.000598,1.0,0.999404,0.190743,29.7405,155.9194
0.41000000000000003,0.000612,1.0,0.999389,0.195258,30.4733,156.0669
0.42,0.000627,1.0,0.999374,0.199761,31.2056,156.2144
0.43,0.000642,1.0,0.999359,0.204254,31.9375,156.3619
0.44,0.000657,1.0,0.999345,0.208735,32.669,156.5094
0.45,0.000672,1.0,0.99933,0.213205,33.4,156.6569
0.46,0.000687,1.0,0.999315,0.217663,34.1305,156.8043
0.47000000000000003,0.000701,1.0,0.9993,0.222111,34.8607,156.9518
0.48,0.000716,1.0,0.999285,0.226547,35.5903,157.0993
0.49,0.000731,1.0,0.999271,0.230972,36.3196,157.2467
0.5,0.000746,1.0,0.999256,0.235386,37.0483,157.3942
0.51,0.00076,1.0,0.999241,0.239789,37.7767,157.5416
0.52,0.000775,1.0,0.999226,0.24418,38.5046,157.6891
0.53,0.00079,1.0,0.999212,0.248561,39.232,157.8365
0.54,0.000805,1.0,0.999197,0.252931,39.959,157.9839
0.55,0.000819,1.0,0.999182,0.257289,40.6855,158.1314
0.56,0.000834,1.0,0.999167,0.261637,41.4116,158.2788
0.5700000000000001,0.000849,1.0,0.999153,0.265974,42.1373,158.4262
0.58,0.000863,1.0,0.999138,0.2703,42.8624,158.5736
0.59,0.000878,1.0,0.999123,0.274615,43.5872,158.721
0.6,0.000893,1.0,0.999109,0.278919,44.3114,158.8684
0.61,0.000908,1.0,0.999094,0.283213,45.0353,159.0158
0.62,0.000922,1.0,0.999079,0.287495,45.7586,159.1632
0.63,0.000937,1.0,0.999065,0.291767,46.4816,159.3106
0.64,0.000951,1.0,0.99905,0.296028,47.204,159.458
0.65,0.000966,1.0,0.999035,0.300278,47.926,159.6054
0.66,0.000981,1.0,0.999021,0.304518,48.6476,159.7527
0.67,0.000995,1.0,0.999006,0.308747,49.3687,159.9001
0.68,0.00101,1.0,0.998992,0.312965,50.0,160.0475
0.6900000000000001,0.001013,1.0,0.998987,0.317173,50.0,160.1964
0.7000000000000001,0.001013,1.0,0.998987,0.32137,50.0,160.3461
0.71,0.001013,1.0,0.998987,0.325557,50.0,160.4958
0.72,0.001013,1.0,0.998987,0.329734,50.0,160.6455
0.73,0.001013,1.0,0.998987,0.3339,50.0,160.7952
0.74,0.001013,1.0,0.998987,0.338055,50.0,160.9449
0.75,0.001013,1.0,0.998987,0.3422,50.0,161.0946
0.76,0.001013,1.0,0.998987,0.346335,50.0,161.2443
0.77,0.001013,1.0,0.998987,0.350459,50.0,161.394
0.78,0.001013,1.0,0.998987,0.354574,50.0,161.5436
0.79,0.001013,1.0,0.998987,0.358677,50.0,161.6933
0.8,0.001013,1.0,0.998987,0.362771,50.0,161.843
0.81,0.001013,1.0,0.998987,0.366854,50.0,161.9927
0.8200000000000001,0.001013,1.0,0.998987,0.370928,50.0,162.1424
0.8300000000000001,0.001013,1.0,0.998987,0.374991,50.0,162.2921
0.84,0.001013,1.0,0.998987,0.379044,50.0,162.4418
0.85,0.001013,1.0,0.998987,0.383086,50.0,162.5915
0.86,0.001013,1.0,0.998987,0.387119,50.0,162.7412
0.87,0.001013,1.0,0.998987,0.391142,50.0,162.8909
0.88,0.001013,1.0,0.998987,0.395154,50.0,163.0406
0.89,0.001013,1.0,0.998987,0.399157,50.0,163.1903
0.9,0.001013,1.0,0.998987,0.403149,50.0,163.34
0.91,0.001013,1.0,0.998987,0.407132,50.0,163.4897
0.92,0.001013,1.0,0.998987,0.411105,50.0,163.6394
0.93,0.001013,1.0,0.998987,0.415067,50.0,163.7891
0.9400000000000001,0.001013,1.0,0.998987,0.41902,50.0,163.9388
0.9500000000000001,0.001013,1.0,0.998987,0.422963,50.0,164.0885
0.96,0.001013,1.0,0.998987,0.426896,50.0,164.2382
0.97,0.001013,1.0,0.998987,0.430819,50.0,164.3879
0.98,0.001013,1.0,0.998987,0.434733,50.0,164.5376
0.99,0.001013,1.0,0.998987,0.438637,50.0,164.6873
1.0,0.001013,-1.0,-1.001013,0.441531,50.0,165.1563
1.01,0.001013,-1.0,-1.001013,0.435429,50.0,165.1565
1.02,0.001013,-1.0,-1.001013,0.429342,50.0,165.1566
1.03,0.001013,-1.0,-1.001013,0.42327,50.0,165.1568
1.04,0.001013,-1.0,-1.001013,0.417214,50.0,165.157
1.05,0.001013,-1.0,-1.001013,0.411172,50.0,165.1571
1.06,0.001013,-1.0,-1.001013,0.405146,50.0,165.1573
1.07,0.001013,-1.0,-1.001013,0.399135,50.0,165.1574
1.08,0.001013,-1.0,-1.001013,0.393139,50.0,165.1576
1.09,0.001013,-1.0,-1.001013,0.387158,50.0,165.1578
1.1,0.001013,-1.0,-1.001013,0.381191,50.0,165.158
1.11,0.001013,-1.0,-1.001013,0.37524,50.0,165.1581
1.12,0.001013,-1.0,-1.001013,0.369304,50.0,165.1583
1.1300000000000001,0.001013,-1.0,-1.001013,0.363382,50.0,165.1585
1.1400000000000001,0.001013,-1.0,-1.001013,0.357475,50.0,165.1587
1.1500000000000001,0.001013,-1.0,-1.001013,0.351583,50.0,165.1589
1.16,0.001013,-1.0,-1.001013,0.345706,50.0,165.159
1.17,0.001013,-1.0,-1.001013,0.339843,50.0,165.1592
1.18,0.001013,-1.0,-1.001013,0.333995,50.0,165.1594
1.19,0.001013,-1.0,-1.001013,0.328161,50.0,165.1596
1.2,0.001013,-1.0,-1.001013,0.322342,50.0,165.1598
1.21,0.001013,-1.0,-1.001013,0.316538,50.0,165.16
1.22,0.001013,-1.0,-1.001013,0.310748,50.0,165.1602
1.23,0.001013,-1.0,-1.001013,0.304973,50.0,165.1604
1.24,0.001008,-1.0,-1.001009,0.299212,49.4178,165.16
1.25,0.000989,-1.0,-1.000991,0.293465,48.4678,165.1571
1.26,0.00097,-1.0,-1.000972,0.287733,47.5203,165.1542
1.27,0.00095,-1.0,-1.000952,0.282015,46.5752,165.1512
1.28,0.000931,-1.0,-1.000933,0.276312,45.6324,165.1482
1.29,0.000912,-1.0,-1.000914,0.270623,44.6921,165.1453
1.3,0.000893,-1.0,-1.000895,0.264948,43.7542,165.1424
1.31,0.000874,-1.0,-1.000876,0.259288,42.8186,165.1394
1.32,0.000855,-1.0,-1.000857,0.253642,41.8855,165.1365
1.33,0.000836,-1.0,-1.000838,0.24801,40.9547,165.1336
1.34,0.000818,-1.0,-1.000819,0.242392,40.0263,165.1307
1.35,0.000799,-1.0,-1.000801,0.236788,39.1003,165.1278
1.36,0.00078,-1.0,-1.000782,0.231198,38.1766,165.1249
1.37,0.000761,-1.0,-1.000763,0.225623,37.2553,165.122
1.3800000000000001,0.000743,-1.0,-1.000745,0.220061,36.3363,165.1191
1.3900000000000001,0.000724,-1.0,-1.000726,0.214514,35.4197,165.1162
1.4000000000000001,0.000706,-1.0,-1.000707,0.20898,34.5054,165.1134
1.41,0.000687,-1.0,-1.000689,0.20346,33.5934,165.1105
1.42,0.000669,-1.0,-1.000671,0.197954,32.6838,165.1077
1.43,0.00065,-1.0,-1.000652,0.192462,31.7765,165.1048
1.44,0.000632,-1.0,-1.000634,0.186984,30.8715,165.102
1.45,0.000614,-1.0,-1.000615,0.18152,29.9688,165.0992
1.46,0.000595,-1.0,-1.000597,0.176069,29.0684,165.0963
1.47,0.000577,-1.0,-1.000579,0.170632,28.1703,165.0935
1.48,0.000559,-1.0,-1.000561,0.165209,27.2744,165.0907
1.49,0.000541,-1.0,-1.000543,0.159799,26.3809,165.0879
1.5,0.000523,-1.0,-1.000525,0.154403,25.4897,165.0851
1.51,0.000505,-1.0,-1.000507,0.149021,24.6007,165.0823
1.52,0.000487,-1.0,-1.000489,0.143652,23.7139,165.0796
1.53,0.000469,-1.0,-1.000471,0.138296,22.8295,165.0768
1.54,0.000451,-1.0,-1.000453,0.132954,21.9473,165.074
1.55,0.000433,-1.0,-1.000435,0.127625,21.0673,165.0713
1.56,0.000415,-1.0,-1.000417,0.12231,20.1896,165.0685
1.57,0.000398,-1.0,-1.000399,0.117008,19.3141,165.0658
1.58,0.00038,-1.0,-1.000382,0.11172,18.4408,165.063
1.59,0.000362,-1.0,-1.000364,0.106445,17.5698,165.0603
1.6,0.000345,-1.0,-1.000346,0.101183,16.701,165.0576
1.61,0.000327,-1.0,-1.000329,0.095934,15.8344,165.0549
1.62,0.000309,-1.0,-1.000311,0.090698,14.97,165.0522
1.6300000000000001,0.000292,-1.0,-1.000294,0.085476,14.1078,165.0495
1.6400000000000001,0.000274,-1.0,-1.000276,0.080267,13.2478,165.0468
1.6500000000000001,0.000257,-1.0,-1.000259,0.075071,12.39,165.0441
1.6600000000000001,0.00024,-1.0,-1.000241,0.069888,11.5343,165.0414
1.67,0.000222,-1.0,-1.000224,0.064717,10.6809,165.0387
1.68,0.000205,-1.0,-1.000207,0.05956,9.8296,165.0361
1.69,0.000188,-1.0,-1.00019,0.054416,8.9805,165.0334
1.7,0.000171,-1.0,-1.000172,0.049285,8.1336,165.0307
1.71,0.000154,-1.0,-1.000155,0.044167,7.2888,165.0281
1.72,0.000137,-1.0,-1.000138,0.039061,6.4461,165.0254
1.73,0.000119,-1.0,-1.000121,0.033969,5.6056,165.0228
1.74,0.000102,-1.0,-1.000104,0.028889,4.7673,165.0202
1.75,8.6e-05,-1.0,-1.000087,0.023822,3.9311,165.0175
1.76,6.9e-05,-1.0,-1.00007,0.018768,3.097,165.0149
1.77,5.2e-05,-1.0,-1.000053,0.013726,2.265,165.0123
1.78,3.5e-05,-1.0,-1.000037,0.008697,1.4352,165.0097
1.79,1.8e-05,-1.0,-1.00002,0.003681,0.6074,165.0071
1.8,1e-06,-1.0,-1.000003,-0.001322,-0.2182,165.0044
1.81,-1.5e-05,-1.0,-0.999986,-0.006313,-1.0417,165.0018
1.82,-3.2e-05,-1.0,-0.99997,-0.011292,-1.8632,164.9992
1.83,-4.9e-05,-1.0,-0.999953,-0.016258,-2.6825,164.9966
1.84,-6.5e-05,-1.0,-0.999936,-0.021211,-3.4998,164.994
1.85,-8.2e-05,-1.0,-0.99992,-0.026152,-4.3149,164.9915
1.86,-9.8e-05,-1.0,-0.999903,-0.031081,-5.128,164.9889
1.87,-0.000115,-1.0,-0.999887,-0.035997,-5.9391,164.9863
1.8800000000000001,-0.000131,-1.0,-0.999871,-0.040901,-6.748,164.9837
1.8900000000000001,-0.000147,-1.0,-0.999854,-0.045793,-7.5549,164.9811
1.9000000000000001,-0.000164,-1.0,-0.999838,-0.050672,-8.3598,164.9786
1.9100000000000001,-0.00018,-1.0,-0.999822,-0.055539,-9.1626,164.976
1.92,-0.000196,-1.0,-0.999805,-0.060394,-9.9634,164.9735
1.93,-0.000212,-1.0,-0.999789,-0.065236,-10.7621,164.9709
1.94,-0.000229,-1.0,-0.999773,-0.070067,-11.5588,164.9684
1.95,-0.000245,-1.0,-0.999757,-0.074885,-12.3534,164.9658
1.96,-0.000261,-1.0,-0.999741,-0.079691,-13.1461,164.9633
1.97,-0.000277,-1.0,-0.999725,-0.084485,-13.9367,164.9607
1.98,-0.000293,-1.0,-0.999709,-0.089267,-14.7253,164.9582
1.99,-0.000309,-1.0,-0.999693,-0.094037,-15.5119,164.9557
2.0,-0.000324,1.0,1.000323,-0.097795,-16.142,165.0598
2.0100000000000002,-0.000316,1.0,1.000318,-0.092555,-15.277,165.0588
2.02,-0.000298,1.0,1.0003,-0.087328,-14.4139,165.0557
2.0300000000000002,-0.000281,1.0,1.000282,-0.082114,-13.5531,165.0528
2.04,-0.000263,1.0,1.000265,-0.076913,-12.6945,165.0498
2.05,-0.000246,1.0,1.000248,-0.071725,-11.838,165.0468
2.06,-0.000229,1.0,1.00023,-0.066551,-10.9838,165.0438
2.07,-0.000211,1.0,1.000213,-0.061389,-10.1317,165.0408
2.08,-0.000194,1.0,1.000196,-0.05624,-9.2818,165.0379
2.09,-0.000177,1.0,1.000179,-0.051104,-8.434,165.0349
2.1,-0.00016,1.0,1.000161,-0.045982,-7.5884,165.032
2.11,-0.000143,1.0,1.000144,-0.040872,-6.745,165.029
2.12,-0.000126,1.0,1.000127,-0.035775,-5.9037,165.0261
2.13,-0.000109,1.0,1.00011,-0.03069,-5.0646,165.0231
2.14,-9.2e-05,1.0,1.000093,-0.025619,-4.2276,165.0202
2.15,-7.5e-05,1.0,1.000076,-0.02056,-3.3927,165.0172
2.16,-5.8e-05,1.0,1.000059,-0.015514,-2.56,165.0143
2.17,-4.1e-05,1.0,1.000043,-0.010481,-1.7294,165.0114
2.18,-2.4e-05,1.0,1.000026,-0.00546,-0.9009,165.0085
2.19,-7e-06,1.0,1.000009,-0.000452,-0.0745,165.0055
2.2,9e-06,1.0,0.999992,0.004544,0.7497,165.0026
2.21,2.6e-05,1.0,0.999976,0.009527,1.5719,164.9997
2.22,4.3e-05,1.0,0.999959,0.014497,2.392,164.9968
2.23,5.9e-05,1.0,0.999942,0.019455,3.21,164.9939
2.24,7.6e-05,1.0,0.999926,0.024401,4.0259,164.991
2.25,9.2e-05,1.0,0.999909,0.029334,4.8397,164.9882
2.2600000000000002,0.000109,1.0,0.999893,0.034254,5.6514,164.9853
2.27,0.000125,1.0,0.999876,0.039162,6.4611,164.9824
2.2800000000000002,0.000142,1.0,0.99986,0.044058,7.2687,164.9795
2.29,0.000158,1.0,0.999844,0.048942,8.0743,164.9767
2.3000000000000003,0.000174,1.0,0.999827,0.053813,8.8778,164.9738
2.31,0.000191,1.0,0.999811,0.058672,9.6792,164.971
2.32,0.000207,1.0,0.999795,0.063519,10.4787,164.9681
2.33,0.000223,1.0,0.999779,0.068354,11.276,164.9653
2.34,0.000239,1.0,0.999763,0.073177,12.0714,164.9625
2.35,0.000255,1.0,0.999746,0.077987,12.8647,164.9597
2.36,0.000271,1.0,0.99973,0.082785,13.656,164.9569
2.37,0.000287,1.0,0.999714,0.087571,14.4453,164.9541
2.38,0.000303,1.0,0.999698,0.092346,15.2325,164.9513
2.39,0.000319,1.0,0.999683,0.097108,16.0178,164.9485
2.4,0.000335,1.0,0.999667,0.101858,16.8011,164.9457
2.41,0.000351,1.0,0.999651,0.106597,17.5823,164.943
2.42,0.000367,1.0,0.999635,0.111323,18.3616,164.9402
2.43,0.000382,1.0,0.999619,0.116037,19.1389,164.9374
