t,position,setpoint,error,psi,torque,Ec
0.0,0.0,1.0,1.0,0.0003,0.045,150.0142
0.01,7e-06,1.0,0.999994,0.003297,0.4951,150.1633
0.02,1.6e-05,1.0,0.999985,0.006289,0.9454,150.312
0.03,2.5e-05,1.0,0.999976,0.009276,1.3957,150.4606
0.04,3.4e-05,1.0,0.999967,0.012258,1.8462,150.6092
0.05,4.3e-05,1.0,0.999958,0.015235,2.2968,150.7578
0.06,5.3e-05,1.0,0.999948,0.018207,2.7476,150.9064
0.07,6.2e-05,1.0,0.999939,0.021174,3.1984,151.055
0.08,7.1e-05,1.0,0.99993,0.024136,3.6494,151.2036
0.09,8e-05,1.0,0.999921,0.027092,4.1005,151.3522
0.1,8.9e-05,1.0,0.999912,0.030044,4.5517,151.5008
0.11,9.8e-05,1.0,0.999903,0.032991,5.003,151.6494
0.12,0.000107,1.0,0.999894,0.035932,5.4545,151.798
0.13,0.000117,1.0,0.999884,0.038869,5.906,151.9465
0.14,0.000126,1.0,0.999875,0.041801,6.3577,152.0951
0.15,0.000135,1.0,0.999866,0.044728,6.8095,152.2437
0.16,0.000144,1.0,0.999857,0.047649,7.2614,152.3922
0.17,0.000153,1.0,0.999848,0.050566,7.7134,152.5408
0.18,0.000162,1.0,0.999839,0.053478,8.1655,152.6894
0.19,0.000171,1.0,0.999829,0.056385,8.6177,152.8379
0.2,0.000181,1.0,0.99982,0.059287,9.0701,152.9865
0.21,0.00019,1.0,0.999811,0.062184,9.5225,153.135
0.22,0.000199,1.0,0.999802,0.065076,9.9751,153.2835
0.23,0.000208,1.0,0.999793,0.067963,10.4277,153.4321
0.24,0.000217,1.0,0.999784,0.070845,10.8805,153.5806
0.25,0.000226,1.0,0.999774,0.073723,11.3333,153.7291
0.26,0.000236,1.0,0.999765,0.076595,11.7863,153.8776
0.27,0.000245,1.0,0.999756,0.079463,12.2393,154.0261
0.28,0.000254,1.0,0.999747,0.082326,12.6925,154.1747
0.29,0.000263,1.0,0.999738,0.085183,13.1458,154.3232
0.3,0.000272,1.0,0.999729,0.088036,13.5991,154.4717
0.31,0.000282,1.0,0.999719,0.090885,14.0526,154.6202
0.32,0.000291,1.0,0.99971,0.093728,14.5061,154.7686
0.33,0.0003,1.0,0.999701,0.096566,14.9598,154.9171
0.34,0.000309,1.0,0.999692,0.0994,15.4135,155.0656
