t,position,setpoint,error,psi,torque,Ec
0.0,0.0,1.0,1.0,0.0002,0.03,150.1495
0.01,5e-06,1.0,0.999996,0.002198,0.3332,151.5717
0.02,1.1e-05,1.0,0.99999,0.004193,0.6409,152.8582
0.03,1.7e-05,1.0,0.999984,0.006184,0.9525,154.0221
0.04,2.3e-05,1.0,0.999977,0.008172,1.2673,155.0751
0.05,3e-05,1.0,0.999971,0.010157,1.5848,156.0278
0.06,3.6e-05,1.0,0.999964,0.012138,1.9043,156.8897
0.07,4.3e-05,1.0,0.999958,0.014116,2.2257,157.6694
0.08,4.9e-05,1.0,0.999951,0.016091,2.5483,158.3749
0.09,5.6e-05,1.0,0.999945,0.018062,2.8721,159.0131
0.1,6.3e-05,1.0,0.999938,0.02003,3.1965,159.5904
0.11,6.9e-05,1.0,0.999932,0.021994,3.5215,160.1127
0.12,7.6e-05,1.0,0.999925,0.023955,3.8469,160.5851
0.13,8.2e-05,1.0,0.999918,0.025913,4.1723,161.0125
0.14,8.9e-05,1.0,0.999912,0.027868,4.4978,161.3991
0.15,9.5e-05,1.0,0.999905,0.029819,4.8232,161.7488
0.16,0.000102,1.0,0.999899,0.031767,5.1483,162.0651
0.17,0.000109,1.0,0.999892,0.033711,5.4731,162.3512
0.18,0.000115,1.0,0.999885,0.035653,5.7975,162.6099
0.19,0.000122,1.0,0.999879,0.037591,6.1214,162.8439
0.2,0.000128,1.0,0.999872,0.039526,6.4449,163.0556
0.21,0.000135,1.0,0.999866,0.041457,6.7677,163.2469
0.22,0.000141,1.0,0.999859,0.043385,7.09,163.42
0.23,0.000148,1.0,0.999853,0.04531,7.4117,163.5765
0.24,0.000154,1.0,0.999846,0.047232,7.7327,163.7179
0.25,0.000161,1.0,0.99984,0.04915,8.053,163.8458
0.26,0.000167,1.0,0.999833,0.051065,8.3727,163.9615
0.27,0.000174,1.0,0.999827,0.052977,8.6917,164.066
0.28,0.00018,1.0,0.99982,0.054886,9.0101,164.1604
0.29,0.000187,1.0,0.999814,0.056791,9.3277,164.2458
0.3,0.000193,1.0,0.999807,0.058693,9.6446,164.3229
0.31,0.0002,1.0,0.999801,0.060592,9.9609,164.3926
0.32,0.000206,1.0,0.999795,0.062488,10.2765,164.4555
0.33,0.000212,1.0,0.999788,0.06438,10.5914,164.5123
0.34,0.000219,1.0,0.999782,0.06627,10.9056,164.5637
0.35000000000000003,0.000225,1.0,0.999775,0.068156,11.2191,164.61
0.36,0.000231,1.0,0.999769,0.070039,11.532,164.6518
0.37,0.000238,1.0,0.999763,0.071918,11.8442,164.6895
0.38,0.000244,1.0,0.999756,0.073795,12.1558,164.7236
0.39,0.00025,1.0,0.99975,0.075668,12.4667,164.7543
0.4,0.000257,1.0,0.999744,0.077538,12.7769,164.7819
0.41000000000000003,0.000263,1.0,0.999738,0.079405,13.0866,164.8068
0.42,0.000269,1.0,0.999731,0.081269,13.3955,164.8293
0.43,0.000276,1.0,0.999725,0.08313,13.7039,164.8495
0.44,0.000282,1.0,0.999719,0.084987,14.0117,164.8677
0.45,0.000288,1.0,0.999713,0.086842,14.3188,164.884
0.46,0.000294,1.0,0.999706,0.088693,14.6253,164.8987
0.47000000000000003,0.0003,1.0,0.9997,0.090541,14.9313,164.9119
0.48,0.000307,1.0,0.999694,0.092386,15.2366,164.9237
0.49,0.000313,1.0,0.999688,0.094228,15.5414,164.9343
0.5,0.000319,1.0,0.999682,0.096066,15.8455,164.9428
0.51,0.000325,1.0,0.999676,0.097902,16.1481,164.9416
0.52,0.000331,1.0,0.999669,0.099734,16.4502,164.9405
0.53,0.000337,1.0,0.999663,0.101564,16.7519,164.9394
0.54,0.000343,1.0,0.999657,0.10339,17.053,164.9383
0.55,0.00035,1.0,0.999651,0.105213,17.3536,164.9372
0.56,0.000356,1.0,0.999645,0.107033,17.6536,164.9361
0.5700000000000001,0.000362,1.0,0.999639,0.10885,17.9532,164.935
0.58,0.000368,1.0,0.999633,0.110664,18.2523,164.934
0.59,0.000374,1.0,0.999627,0.112475,18.5508,164.9329
0.6,0.00038,1.0,0.999621,0.114283,18.8488,164.9318
0.61,0.000386,1.0,0.999615,0.116087,19.1463,164.9307
0.62,0.000392,1.0,0.999609,0.117889,19.4434,164.9296
0.63,0.000398,1.0,0.999603,0.119687,19.7399,164.9285
0.64,0.000404,1.0,0.999597,0.121483,20.0359,164.9274
0.65,0.00041,1.0,0.999591,0.123275,20.3313,164.9264
0.66,0.000416,1.0,0.999585,0.125065,20.6263,164.9253
0.67,0.000422,1.0,0.999579,0.126851,20.9208,164.9242
0.68,0.000428,1.0,0.999573,0.128634,21.2148,164.9231
0.6900000000000001,0.000434,1.0,0.999567,0.130415,21.5083,164.9221
0.7000000000000001,0.00044,1.0,0.999561,0.132192,21.8013,164.921
0.71,0.000446,1.0,0.999555,0.133966,22.0937,164.9199
0.72,0.000452,1.0,0.999549,0.135738,22.3857,164.9188
0.73,0.000457,1.0,0.999543,0.137506,22.6772,164.9178
0.74,0.000463,1.0,0.999537,0.139271,22.9682,164.9167
0.75,0.000469,1.0,0.999531,0.141034,23.2586,164.9157
0.76,0.000475,1.0,0.999525,0.142793,23.5486,164.9146
0.77,0.000481,1.0,0.99952,0.144549,23.8381,164.9135
0.78,0.000487,1.0,0.999514,0.146302,24.1271,164.9125
0.79,0.000493,1.0,0.999508,0.148053,24.4156,164.9114
0.8,0.000499,1.0,0.999502,0.1498,24.7036,164.9104
0.81,0.000504,1.0,0.999496,0.151545,24.9911,164.9093
0.8200000000000001,0.00051,1.0,0.99949,0.153286,25.2782,164.9083
0.8300000000000001,0.000516,1.0,0.999485,0.155025,25.5647,164.9072
0.84,0.000522,1.0,0.999479,0.15676,25.8507,164.9062
0.85,0.000528,1.0,0.999473,0.158493,26.1363,164.9051
0.86,0.000533,1.0,0.999467,0.160223,26.4214,164.9041
0.87,0.000539,1.0,0.999461,0.161949,26.7059,164.9031
0.88,0.000545,1.0,0.999456,0.163673,26.99,164.902
