t,position,setpoint,error,psi,torque,Ec
0.0,0.0,1.0,1.0,0.0004,0.0601,150.1492
0.01,9e-06,1.0,0.999992,0.004394,0.6664,151.648
0.02,2.2e-05,1.0,0.99998,0.008379,1.2832,153.1461
0.03,3.4e-05,1.0,0.999967,0.012353,1.9104,154.644
0.04,4.7e-05,1.0,0.999954,0.016318,2.5479,156.1419
0.05,6e-05,1.0,0.999941,0.020272,3.1957,157.6397
0.06,7.3e-05,1.0,0.999928,0.024217,3.8538,159.1374
0.07,8.7e-05,1.0,0.999914,0.028152,4.5222,160.635
0.08,0.000101,1.0,0.999901,0.032077,5.2007,162.1325
0.09,0.000114,1.0,0.999887,0.035992,5.8893,163.6299
0.1,0.000129,1.0,0.999873,0.039897,6.5821,164.9773
0.11,0.000142,1.0,0.999859,0.043792,7.2246,164.9748
0.12,0.000155,1.0,0.999846,0.047678,7.8655,164.9725
0.13,0.000168,1.0,0.999833,0.051553,8.5048,164.9702
0.14,0.000181,1.0,0.99982,0.05542,9.1424,164.9678
0.15,0.000194,1.0,0.999808,0.059276,9.7785,164.9655
0.16,0.000207,1.0,0.999795,0.063123,10.4129,164.9632
0.17,0.000219,1.0,0.999782,0.06696,11.0457,164.9609
0.18,0.000232,1.0,0.999769,0.070787,11.6769,164.9586
0.19,0.000245,1.0,0.999756,0.074605,12.3065,164.9562
0.2,0.000258,1.0,0.999744,0.078413,12.9345,164.9539
0.21,0.00027,1.0,0.999731,0.082212,13.5609,164.9517
0.22,0.000283,1.0,0.999718,0.086001,14.1858,164.9494
0.23,0.000296,1.0,0.999706,0.08978,14.809,164.9471
0.24,0.000308,1.0,0.999693,0.09355,15.4307,164.9448
0.25,0.000321,1.0,0.99968,0.097311,16.0507,164.9426
0.26,0.000333,1.0,0.999668,0.101062,16.6692,164.9403
0.27,0.000346,1.0,0.999655,0.104804,17.2862,164.938
0.28,0.000358,1.0,0.999643,0.108536,17.9015,164.9358
0.29,0.000371,1.0,0.99963,0.112259,18.5153,164.9335
0.3,0.000383,1.0,0.999618,0.115973,19.1276,164.9313
0.31,0.000396,1.0,0.999606,0.119677,19.7383,164.9291
0.32,0.000408,1.0,0.999593,0.123372,20.3474,164.9269
0.33,0.00042,1.0,0.999581,0.127058,20.955,164.9246
0.34,0.000433,1.0,0.999569,0.130735,21.5611,164.9224
0.35000000000000003,0.000445,1.0,0.999556,0.134402,22.1656,164.9202
0.36,0.000457,1.0,0.999544,0.13806,22.7686,164.918
0.37,0.000469,1.0,0.999532,0.141709,23.37,164.9158
0.38,0.000482,1.0,0.99952,0.145349,23.97,164.9136
0.39,0.000494,1.0,0.999508,0.148979,24.5684,164.9114
0.4,0.000506,1.0,0.999495,0.152601,25.1653,164.9092
0.41000000000000003,0.000518,1.0,0.999483,0.156213,25.7607,164.9071
0.42,0.00053,1.0,0.999471,0.159816,26.3545,164.9049
