t,position,setpoint,error,psi,torque,Ec
0.0,0.0,1.0,1.0,0.0002,0.03,150.1495
0.01,5e-06,1.0,0.999996,0.002196,0.3329,151.5717
0.02,1.1e-05,1.0,0.99999,0.004185,0.6398,152.8582
0.03,1.7e-05,1.0,0.999984,0.006168,0.9499,154.0221
0.04,2.3e-05,1.0,0.999977,0.008143,1.2627,155.0751
0.05,3e-05,1.0,0.999971,0.010111,1.5776,156.0278
0.06,3.6e-05,1.0,0.999964,0.012073,1.8941,156.8897
0.07,4.3e-05,1.0,0.999958,0.014027,2.2117,157.6695
0.08,4.9e-05,1.0,0.999952,0.015975,2.53,158.3749
0.09,5.5e-05,1.0,0.999945,0.017916,2.8489,159.0131
0.1,6.2e-05,1.0,0.999939,0.01985,3.1679,159.5905
0.11,6.8e-05,1.0,0.999932,0.021777,3.4868,160.1128
0.12,7.5e-05,1.0,0.999926,0.023698,3.8055,160.5852
0.13,8.1e-05,1.0,0.999919,0.025612,4.1238,161.0127
0.14,8.8e-05,1.0,0.999913,0.027519,4.4415,161.3993
0.15,9.4e-05,1.0,0.999906,0.02942,4.7586,161.749
0.16,0.000101,1.0,0.9999,0.031313,5.0748,162.0653
0.17,0.000107,1.0,0.999894,0.033201,5.3902,162.3514
0.18,0.000113,1.0,0.999887,0.035081,5.7046,162.6102
0.19,0.00012,1.0,0.999881,0.036955,6.0179,162.8443
0.2,0.000126,1.0,0.999875,0.038823,6.3303,163.0559
0.21,0.000132,1.0,0.999868,0.040684,6.6415,163.2473
0.22,0.000139,1.0,0.999862,0.042538,6.9516,163.4204
0.23,0.000145,1.0,0.999856,0.044386,7.2605,163.577
0.24,0.000151,1.0,0.999849,0.046227,7.5683,163.7185
0.25,0.000157,1.0,0.999843,0.048062,7.8749,163.8464
0.26,0.000164,1.0,0.999837,0.049891,8.1802,163.9621
0.27,0.00017,1.0,0.999831,0.051713,8.4844,164.0667
0.28,0.000176,1.0,0.999825,0.053529,8.7874,164.1612
0.29,0.000182,1.0,0.999819,0.055338,9.0891,164.2466
0.3,0.000188,1.0,0.999812,0.057142,9.3897,164.3238
0.31,0.000194,1.0,0.999806,0.058938,9.6891,164.3935
0.32,0.0002,1.0,0.9998,0.060729,9.9872,164.4565
0.33,0.000206,1.0,0.999794,0.062513,10.2842,164.5134
0.34,0.000212,1.0,0.999788,0.064291,10.58,164.5648
0.35000000000000003,0.000218,1.0,0.999782,0.066063,10.8747,164.6112
0.36,0.000224,1.0,0.999776,0.067828,11.1681,164.6531
0.37,0.00023,1.0,0.99977,0.069588,11.4605,164.6909
0.38,0.000236,1.0,0.999764,0.071341,11.7516,164.725
0.39,0.000242,1.0,0.999759,0.073088,12.0417,164.7557
0.4,0.000248,1.0,0.999753,0.074829,12.3306,164.7835
0.41000000000000003,0.000254,1.0,0.999747,0.076564,12.6184,164.8085
0.42,0.00026,1.0,0.999741,0.078293,12.905,164.831
0.43,0.000265,1.0,0.999735,0.080015,13.1906,164.8513
0.44,0.000271,1.0,0.99973,0.081732,13.4751,164.8695
0.45,0.000277,1.0,0.999724,0.083443,13.7585,164.886
0.46,0.000283,1.0,0.999718,0.085147,14.0409,164.9007
0.47000000000000003,0.000288,1.0,0.999712,0.086846,14.3222,164.914
0.48,0.000294,1.0,0.999707,0.088539,14.6024,164.9259
0.49,0.0003,1.0,0.999701,0.090226,14.8815,164.9366
0.5,0.000305,1.0,0.999695,0.091907,15.1596,164.9452
0.51,0.000311,1.0,0.99969,0.093582,15.4358,164.9441
0.52,0.000316,1.0,0.999684,0.095251,15.711,164.9431
