mission_day,dose_msv,description,cumulative_dose
38,8.023316358271371,S3 SPE (based on 2000-07-14 event),8.023316358271371
80,13.149324031611414,S4 SPE (based on 2003-10-28 event),21.172640389882787
219,0.2121572199494967,Surface: S3 SPE - Surface (attenuated),21.384797609832283
273,0.35415662906913337,Surface: S3 SPE - Surface (attenuated),21.738954238901417
389,0.07506885758795022,Surface: S2 SPE - Surface (attenuated),21.814023096489368
556,0.1506989776625393,Surface: S2 SPE - Surface (attenuated),21.964722074151908
718,8.023316358271371,Return: S3 SPE (based on 2000-07-14 event),29.98803843242328
760,13.149324031611414,Return: S4 SPE (based on 2003-10-28 event),43.137362464034695
