mission_day,dose_msv,description,cumulative_dose
36,0.397451319599554,S2 SPE (based on 2017-09-10 event),0.397451319599554
38,8.023316358271371,S3 SPE (based on 2000-07-14 event),8.420767677870925
67,13.149324031611414,S4 SPE (based on 2003-10-28 event),21.57009170948234
80,13.149324031611414,S4 SPE (based on 2003-10-28 event),34.719415741093755
149,8.023316358271371,S3 SPE (based on 2000-07-14 event),42.74273209936513
