config_id,alpha,lambda,field_strength,lipschitz,is_stable,max_psi,final_error,total_energy,field_work
field_alpha0.5300_lambda0.1175_strength0.1,0.53,0.1175,0.1,0.2102921212412034,True,1.0363720071564086,-0.16695798676043347,4.686122186786629,0.769800358919501
field_alpha0.5300_lambda0.1175_strength0.5,0.53,0.1175,0.5,0.46750759226361066,True,3.380047699442209,-0.42797753047532666,9.13053231946775,3.8490017945975055
field_alpha0.5300_lambda0.1175_strength1.0,0.53,0.1175,1.0,0.518371668976772,True,6.333439822338495,-0.7542519601189441,14.686044985319171,7.698003589195011
field_alpha0.5300_lambda0.1175_strength2.0,0.53,0.1175,2.0,0.5462455305394582,True,12.245100446310754,-1.4068008194061776,25.797070317021987,15.396007178390022
field_alpha0.5300_lambda0.1175_strength5.0,0.53,0.1175,5.0,0.563833422634443,True,29.984207333817245,-3.364447397267881,59.130146312130464,38.490017945975055
field_alpha0.5300_lambda0.1175_strength10.0,0.53,0.1175,10.0,0.569847021639375,True,59.550853213293045,-6.62719169370405,114.68527297064456,76.98003589195011
field_alpha0.5300_lambda0.1187_strength0.0,0.53,0.11875,0.0,0.13344599430488446,True,1.0,-0.10126166053440643,3.5652946182862895,0.0
field_alpha0.5300_lambda0.1187_strength0.1,0.53,0.11875,0.1,0.21044765773358756,True,1.0327611963780627,-0.16642046417732484,4.674859391200185,0.769800358919501
field_alpha0.5300_lambda0.1187_strength0.5,0.53,0.11875,0.5,0.4679773695753894,True,3.371991810738956,-0.42705567874899864,9.113118482855786,3.8490017945975055
field_alpha0.5300_lambda0.1187_strength1.0,0.53,0.11875,1.0,0.5188355362223357,True,6.319753507217109,-0.7528496969635906,14.66094234742527,7.698003589195011
field_alpha0.5300_lambda0.1187_strength2.0,0.53,0.11875,2.0,0.5466957789923017,True,12.220153584879645,-1.4044377333927756,25.75659007656425,15.396007178390022
field_alpha0.5300_lambda0.1187_strength5.0,0.53,0.11875,5.0,0.5642723059715739,True,29.925422984849074,-3.3592018426803274,59.0435332639812,38.490017945975055
field_alpha0.5300_lambda0.1187_strength10.0,0.53,0.11875,10.0,0.5702831283127052,True,59.43548769192541,-6.617142024826246,114.52177190967613,76.98003589195011
field_alpha0.5300_lambda0.1200_strength0.0,0.53,0.12,0.0,0.13400511271460996,True,1.0,-0.1008223212996395,3.555607638158537,0.0
field_alpha0.5300_lambda0.1200_strength0.1,0.53,0.12,0.1,0.21060591736353995,True,1.0291685340239816,-0.16588528851187687,4.663638416613155,0.769800358919501
field_alpha0.5300_lambda0.1200_strength0.5,0.53,0.12,0.5,0.46844556740705806,True,3.3639833886096544,-0.4261371573608273,9.095761530431648,3.8490017945975055
field_alpha0.5300_lambda0.1200_strength1.0,0.53,0.12,1.0,0.5192972869362603,True,6.3061446386963915,-0.7514519934220152,14.635915422704763,7.698003589195011
field_alpha0.5300_lambda0.1200_strength2.0,0.53,0.12,2.0,0.547146241574914,True,12.195286532630524,-1.4020816655443888,25.716223207250966,15.396007178390022
field_alpha0.5300_lambda0.1200_strength5.0,0.53,0.12,5.0,0.5647113677404156,True,29.866813956322645,-3.353970681911516,58.95714656088964,38.490017945975055
field_alpha0.5300_lambda0.1200_strength10.0,0.53,0.12,10.0,0.570715384212136,True,59.320875593420176,-6.607119042523391,114.35868548362077,76.98003589195011
field_alpha0.5350_lambda0.1100_strength0.0,0.535,0.11,0.0,0.13000203759006662,True,1.0,-0.10426326182765877,3.632209762873482,0.0
field_alpha0.5350_lambda0.1100_strength0.1,0.535,0.11,0.1,0.20917595630961758,True,1.0570411525126542,-0.17006974185858137,4.752153055568254,0.769800358919501
field_alpha0.5350_lambda0.1100_strength0.5,0.535,0.11,0.5,0.46480114764145664,True,3.4261644727680007,-0.43329566198227204,9.231926226347337,3.8490017945975055
field_alpha0.5350_lambda0.1100_strength1.0,0.535,0.11,1.0,0.5157224909804268,True,6.411924045934401,-0.7623280621368856,14.831642689821193,7.698003589195011
field_alpha0.5350_lambda0.1100_strength2.0,0.535,0.11,2.0,0.5436788727723915,True,12.38847102995203,-1.4203928624461124,26.031075616768888,15.396007178390022
field_alpha0.5350_lambda0.1100_strength5.0,0.535,0.11,5.0,0.5613374384671205,True,30.322366495618365,-3.3945872633737926,59.62937439761198,38.490017945975055
field_alpha0.5350_lambda0.1100_strength10.0,0.535,0.11,10.0,0.5673779425580482,True,60.21376510133336,-6.684911264919925,115.6265390323505,76.98003589195011
field_alpha0.5350_lambda0.1113_strength0.0,0.535,0.11125,0.0,0.13054927393751478,True,1.0,-0.10380956389582006,3.6222615261525077,0.0
field_alpha0.5350_lambda0.1113_strength0.1,0.535,0.11125,0.1,0.20931714845697272,True,1.0533186407786936,-0.1695185400765764,4.740645257508449,0.769800358919501
field_alpha0.5350_lambda0.1113_strength0.5,0.535,0.11125,0.5,0.46527375589162145,True,3.4178794641517083,-0.4323544447996017,9.21418018293221,3.8490017945975055
field_alpha0.5350_lambda0.1113_strength1.0,0.535,0.11125,1.0,0.5161938846231806,True,6.397846268326806,-0.7608993257033844,14.806098839711922,7.698003589195011
field_alpha0.5350_lambda0.1113_strength2.0,0.535,0.11125,2.0,0.5441379671476615,True,12.362835403179547,-1.4179890875109498,25.989936153271337,15.396007178390022
field_alpha0.5350_lambda0.1113_strength5.0,0.535,0.11125,5.0,0.5617858798471391,True,30.262001506849433,-3.389258372933639,59.541448093949576,38.490017945975055
field_alpha0.5350_lambda0.1113_strength10.0,0.535,0.11125,10.0,0.5678238340417788,True,60.09532909099215,-6.674707181971456,115.46063466174655,76.98003589195011
field_alpha0.5350_lambda0.1125_strength0.0,0.535,0.1125,0.0,0.13109769959788872,True,1.0,-0.10335802981412394,3.6123523588388484,0.0
field_alpha0.5350_lambda0.1125_strength0.1,0.535,0.1125,0.1,0.20946106453813615,True,1.0496149183831809,-0.16896975294667327,4.729180367212527,0.769800358919501
field_alpha0.5350_lambda0.1125_strength0.5,0.535,0.1125,0.5,0.4657448148407326,True,3.409643396757499,-0.4314166454768702,9.196492400707227,3.8490017945975055
field_alpha0.5350_lambda0.1125_strength1.0,0.535,0.1125,1.0,0.516661785464839,True,6.383865609931462,-0.7594752611396166,14.780632442575614,7.698003589195011
field_alpha0.5350_lambda0.1125_strength2.0,0.535,0.1125,2.0,0.5445972965142508,True,12.337282595043291,-1.415592492465109,25.948912526312377,15.396007178390022
field_alpha0.5350_lambda0.1125_strength5.0,0.535,0.1125,5.0,0.5622345178977034,True,30.20181834669368,-3.383944186441587,59.45375277752266,38.490017945975055
field_alpha0.5350_lambda0.1125_strength10.0,0.535,0.1125,10.0,0.5682672496537685,True,59.97752204714277,-6.66453034306905,115.29515319620648,76.98003589195011
field_alpha0.5350_lambda0.1138_strength0.0,0.535,0.11375,0.0,0.13164734560064525,True,1.0,-0.1029086485633524,3.6024820837857763,0.0
field_alpha0.5350_lambda0.1138_strength0.1,0.535,0.11375,0.1,0.20960770502865797,True,1.0459298826229064,-0.1684233685793721,4.7177581947930625,0.769800358919501
field_alpha0.5350_lambda0.1138_strength0.5,0.535,0.11375,0.5,0.46621648557617584,True,3.4014401481913104,-0.43048224864345025,9.178862638822203,3.8490017945975055
field_alpha0.5350_lambda0.1138_strength1.0,0.535,0.11375,1.0,0.5171292362359818,True,6.369943894221112,-0.7580558487235475,14.755243193858611,7.698003589195011
field_alpha0.5350_lambda0.1138_strength2.0,0.535,0.11375,2.0,0.5450521898586176,True,12.31191772813481,-1.4132030488837444,25.90800430393147,15.396007178390022
field_alpha0.5350_lambda0.1138_strength5.0,0.535,0.11375,5.0,0.5626794618958417,True,30.1420246555964,-3.3786446493643303,59.366287634150005,38.490017945975055
field_alpha0.5350_lambda0.1138_strength10.0,0.535,0.11375,10.0,0.5687081664336539,True,59.860342639560514,-6.654380650165304,115.13009318451421,76.98003589195011
field_alpha0.5350_lambda0.1150_strength0.0,0.535,0.11499999999999999,0.0,0.13219824244635314,True,1.0,-0.10246140918244531,3.592650524712162,0.0
field_alpha0.5350_lambda0.1150_strength0.1,0.535,0.11499999999999999,0.1,0.2097566092679432,True,1.0422657223388196,-0.1678793751469021,4.706378551278382,0.769800358919501
field_alpha0.5350_lambda0.1150_strength0.5,0.535,0.11499999999999999,0.5,0.46668748097623314,True,3.3932788857793317,-0.42955123900472947,9.161290657543253,3.8490017945975055
field_alpha0.5350_lambda0.1150_strength1.0,0.535,0.11499999999999999,1.0,0.5175970123041814,True,6.356071255298003,-0.7566410688270132,14.72993079037434,7.698003589195011
field_alpha0.5350_lambda0.1150_strength2.0,0.535,0.11499999999999999,2.0,0.5455069787725738,True,12.286641940634437,-1.410820728471582,25.867211056036517,15.396007178390022
field_alpha0.5350_lambda0.1150_strength5.0,0.535,0.11499999999999999,5.0,0.5631232276041075,True,30.082483533939616,-3.3733597074052852,59.279051853023034,38.490017945975055
field_alpha0.5350_lambda0.1150_strength10.0,0.535,0.11499999999999999,10.0,0.5691492655305472,True,59.74350569193574,-6.644258005628126,114.96545318133388,76.98003589195011
field_alpha0.5350_lambda0.1162_strength0.0,0.535,0.11624999999999999,0.0,0.1327504201111894,True,1.0,-0.10201630076818771,3.5828575061980676,0.0
field_alpha0.5350_lambda0.1162_strength0.1,0.535,0.11624999999999999,0.1,0.20990743734031334,True,1.0386239904884915,-0.16733776088289304,4.695041248607915,0.769800358919501
field_alpha0.5350_lambda0.1162_strength0.5,0.535,0.11624999999999999,0.5,0.46715645070894357,True,3.385169108870783,-0.42862360134171484,9.143776218247313,3.8490017945975055
field_alpha0.5350_lambda0.1162_strength1.0,0.535,0.11624999999999999,1.0,0.5180606213583815,True,6.342302435102173,-0.7552309019152424,14.704694930296556,7.698003589195011
field_alpha0.5350_lambda0.1162_strength2.0,0.535,0.11624999999999999,2.0,0.5459609886178001,True,12.261469937923488,-1.408445503062296,25.82653235439505,15.396007178390022
field_alpha0.5350_lambda0.1162_strength5.0,0.535,0.11624999999999999,5.0,0.5635667044374532,True,30.023146226565554,-3.36808930650346,59.192044626690524,38.490017945975055
field_alpha0.5350_lambda0.1162_strength10.0,0.535,0.11624999999999999,10.0,0.5695857455244754,True,59.627512427823135,-6.634162312238732,114.80123174718292,76.98003589195011
field_alpha0.5350_lambda0.1175_strength0.0,0.535,0.1175,0.0,0.13330390805123607,True,1.0,-0.10157331247489618,3.5731028536803215,0.0
field_alpha0.5350_lambda0.1175_strength0.1,0.535,0.1175,0.1,0.21006099214030916,True,1.0350005812220535,-0.16679851408204513,4.683746099627582,0.769800358919501
field_alpha0.5350_lambda0.1175_strength0.5,0.535,0.1175,0.5,0.4676260158280776,True,3.3770915060705105,-0.42769932051064036,9.126319083416618,3.8490017945975055
field_alpha0.5350_lambda0.1175_strength1.0,0.535,0.1175,1.0,0.5185244412689908,True,6.328583244446639,-0.7538253285463843,14.679535313152908,7.698003589195011
field_alpha0.5350_lambda0.1175_strength2.0,0.535,0.1175,2.0,0.5464112358582093,True,12.23646795972326,-1.4060773446178716,25.785967772625487,15.396007178390022
field_alpha0.5350_lambda0.1175_strength5.0,0.535,0.1175,5.0,0.5640055973382581,True,29.96423994522646,-3.362833392832338,59.105265151043284,38.490017945975055
field_alpha0.5350_lambda0.1175_strength10.0,0.535,0.1175,10.0,0.5700218614173124,True,59.51191312654495,-6.624093473189775,114.63742744840619,76.98003589195011
field_alpha0.5350_lambda0.1187_strength0.0,0.535,0.11875,0.0,0.13385873520658795,True,1.0,-0.10113243351411044,3.563386393448176,0.0
field_alpha0.5350_lambda0.1187_strength0.1,0.535,0.11875,0.1,0.21021727379313299,True,1.0313953946258954,-0.1662616230998034,4.67249291808519,0.769800358919501
field_alpha0.5350_lambda0.1187_strength0.5,0.535,0.11875,0.5,0.46809574581262375,True,3.369048988508297,-0.4267783814425759,9.108919016633251,3.8490017945975055
field_alpha0.5350_lambda0.1187_strength1.0,0.535,0.11875,1.0,0.5189883839555917,True,6.314914493219208,-0.7524243293710419,14.654451639818337,7.698003589195011
field_alpha0.5350_lambda0.1187_strength2.0,0.535,0.11875,2.0,0.5468616982526359,True,12.211546038767608,-1.4037162252279742,25.74551688618851,15.396007178390022
field_alpha0.5350_lambda0.1187_strength5.0,0.535,0.11875,5.0,0.5644446693838712,True,29.90550949071389,-3.3575919127987732,59.018712625299,38.490017945975055
field_alpha0.5350_lambda0.1187_strength10.0,0.535,0.11875,10.0,0.5704569208843272,True,59.396778027869075,-6.614051392083429,114.4740388571498,76.98003589195011
field_alpha0.5350_lambda0.1200_strength0.0,0.535,0.12,0.0,0.13441493000528268,True,1.0,-0.10069365315428211,3.553707952638922,0.0
field_alpha0.5350_lambda0.1200_strength0.1,0.535,0.12,0.1,0.21037628234833075,True,1.0278083313409159,-0.1657270763520341,4.661281518625889,0.769800358919501
field_alpha0.5350_lambda0.1200_strength0.5,0.535,0.12,0.5,0.4685625943302274,True,3.3610631901414285,-0.42586076914304166,9.091575782573745,3.8490017945975055
field_alpha0.5350_lambda0.1200_strength1.0,0.535,0.12,1.0,0.5194482461040677,True,6.301346900744397,-0.7510278851318024,14.62944361250858,7.698003589195011
field_alpha0.5350_lambda0.1200_strength2.0,0.535,0.12,2.0,0.5473104183447242,True,12.186747387463308,-1.4013621171093227,25.70517927237823,15.396007178390022
field_alpha0.5350_lambda0.1200_strength5.0,0.535,0.12,5.0,0.5648819796253512,True,29.847056667843006,-3.3523648130418833,58.93238625198721,38.490017945975055
field_alpha0.5350_lambda0.1200_strength10.0,0.535,0.12,10.0,0.5708880540122248,True,59.28240273152043,-6.604035972929478,114.31106455133539,76.98003589195011
field_alpha0.5400_lambda0.1100_strength0.0,0.54,0.11,0.0,0.1304349105810801,True,1.0,-0.10413010819332916,3.6302412252671954,0.0
field_alpha0.5400_lambda0.1100_strength0.1,0.54,0.11,0.1,0.20894136074219946,True,1.0556305743705563,-0.16990649664204277,4.74971920177239,0.769800358919501
field_alpha0.5400_lambda0.1100_strength0.5,0.54,0.11,0.5,0.46492177662731715,True,3.4231159147657086,-0.4330120504368979,9.22763110779319,3.8490017945975055
field_alpha0.5400_lambda0.1100_strength1.0,0.54,0.11,1.0,0.5158785120841355,True,6.406919728254498,-0.7618939926804673,14.82502099031919,7.698003589195011
field_alpha0.5400_lambda0.1100_strength2.0,0.54,0.11,2.0,0.5438483090006762,True,12.37958135117936,-1.419657877167604,26.019800755371158,15.396007178390022
field_alpha0.5400_lambda0.1100_strength5.0,0.54,0.11,5.0,0.5615136104829936,True,30.301813827632483,-3.392949530629018,59.60414005052715,38.490017945975055
field_alpha0.5400_lambda0.1100_strength10.0,0.54,0.11,10.0,0.5675568692835679,True,60.173691082714136,-6.681768953064711,115.57803887578717,76.98003589195011
field_alpha0.5400_lambda0.1113_strength0.0,0.54,0.11125,0.0,0.13097937869921608,True,1.0,-0.10367698629320272,3.620301777824557,0.0
field_alpha0.5400_lambda0.1113_strength0.1,0.54,0.11125,0.1,0.20908327576103078,True,1.051913869153809,-0.1693559424489161,4.738221250252602,0.769800358919501
field_alpha0.5400_lambda0.1113_strength0.5,0.54,0.11125,0.5,0.4653926064424308,True,3.414857487088126,-0.4320717670717684,9.209899139964753,3.8490017945975055
field_alpha0.5400_lambda0.1113_strength1.0,0.54,0.11125,1.0,0.516348595942025,True,6.3928774075728265,-0.760466547850336,14.799496502104969,7.698003589195011
field_alpha0.5400_lambda0.1113_strength2.0,0.54,0.11125,2.0,0.5443076270173101,True,12.353971602504489,-1.4172561094074672,25.978691226385376,15.396007178390022
field_alpha0.5400_lambda0.1113_strength5.0,0.54,0.11125,5.0,0.5619622500215553,True,30.241504741382432,-3.387624794078864,59.51627539922659,38.490017945975055
field_alpha0.5400_lambda0.1113_strength10.0,0.54,0.11125,10.0,0.5680029529607202,True,60.055361225750225,-6.671572601864532,115.4122490206287,76.98003589195011
field_alpha0.5400_lambda0.1125_strength0.0,0.54,0.1125,0.0,0.13152503079471253,True,1.0,-0.10322602571408095,3.610401363069777,0.0
field_alpha0.5400_lambda0.1125_strength0.1,0.54,0.1125,0.1,0.20922791860857826,True,1.0482159272608478,-0.168807800152343,4.72676616657486,0.769800358919501
field_alpha0.5400_lambda0.1125_strength0.5,0.54,0.1125,0.5,0.46586405096839395,True,3.4066319993670637,-0.43113489790539145,9.192225380595188,3.8490017945975055
field_alpha0.5400_lambda0.1125_strength1.0,0.54,0.1125,1.0,0.5168159903658469,True,6.378922047977696,-0.7590437700967014,14.774049398120592,7.698003589195011
field_alpha0.5400_lambda0.1125_strength2.0,0.54,0.1125,2.0,0.5447650462295693,True,12.328492855393128,-1.414861514479322,25.93769743317142,15.396007178390022
field_alpha0.5400_lambda0.1125_strength5.0,0.54,0.1125,5.0,0.5624099244986643,True,30.18143961326988,-3.3823147476271846,59.42864153832389,38.490017945975055
field_alpha0.5400_lambda0.1125_strength10.0,0.54,0.1125,10.0,0.5684440032676665,True,59.937929332330846,-6.661403469540288,115.24688171357795,76.98003589195011
field_alpha0.5400_lambda0.1138_strength0.0,0.54,0.11375,0.0,0.13207189721924617,True,1.0,-0.10277721544838088,3.600539804017635,0.0
field_alpha0.5400_lambda0.1138_strength0.1,0.54,0.11375,0.1,0.20937496221586804,True,1.0445382800925544,-0.16826205787529722,4.715353761024675,0.769800358919501
field_alpha0.5400_lambda0.1138_strength0.5,0.54,0.11375,0.5,0.4663361067758786,True,3.3984392845083495,-0.4302014275829636,9.174609589052837,3.8490017945975055
field_alpha0.5400_lambda0.1138_strength1.0,0.54,0.11375,1.0,0.5172837117330806,True,6.365015931152272,-0.7576256397175462,14.748679374088056,7.698003589195011
field_alpha0.5400_lambda0.1138_strength2.0,0.54,0.11375,2.0,0.5452198285429635,True,12.30316095829196,-1.412474063986711,25.896818944158447,15.396007178390022
field_alpha0.5400_lambda0.1138_strength5.0,0.54,0.11375,5.0,0.5628536955153822,True,30.12177439649148,-3.377019336794207,59.34123765436971,38.490017945975055
field_alpha0.5400_lambda0.1138_strength10.0,0.54,0.11375,10.0,0.5688851076732853,True,59.82085448550583,-6.651261458140036,115.08193550472176,76.98003589195011
field_alpha0.5400_lambda0.1150_strength0.0,0.54,0.11499999999999999,0.0,0.1326200077915756,True,1.0,-0.1023305445466218,3.590716924547763,0.0
field_alpha0.5400_lambda0.1150_strength0.1,0.54,0.11499999999999999,0.1,0.20952379973224097,True,1.0408838216160685,-0.16771870380242226,4.703983844802497,0.769800358919501
field_alpha0.5400_lambda0.1150_strength0.5,0.54,0.11499999999999999,0.5,0.46680532120396184,True,3.390304227161376,-0.4292713408256242,9.157051525821432,3.8490017945975055
field_alpha0.5400_lambda0.1150_strength1.0,0.54,0.11499999999999999,1.0,0.5177495094896809,True,6.351186409065393,-0.7562121371046273,14.723386127095111,7.698003589195011
field_alpha0.5400_lambda0.1150_strength2.0,0.54,0.11499999999999999,2.0,0.5456748362460097,True,12.27791056396538,-1.4100937296626304,25.856055329642437,15.396007178390022
field_alpha0.5400_lambda0.1150_strength5.0,0.54,0.11499999999999999,5.0,0.5632976546470126,True,30.062288138654626,-3.3717385073366466,59.254062937284466,38.490017945975055
field_alpha0.5400_lambda0.1150_strength10.0,0.54,0.11499999999999999,10.0,0.5693243890976221,True,59.70433200309992,-6.641146470126668,114.91740895002114,76.98003589195011
field_alpha0.5400_lambda0.1162_strength0.0,0.54,0.11624999999999999,0.0,0.1331693918019488,True,1.0,-0.10188600211711275,3.5809325494002437,0.0
field_alpha0.5400_lambda0.1162_strength0.1,0.54,0.11624999999999999,0.1,0.20967536759828626,True,1.0372477607428292,-0.1671777261797025,4.692656230019101,0.769800358919501
field_alpha0.5400_lambda0.1162_strength0.5,0.54,0.11624999999999999,0.5,0.46727467203257955,True,3.382204828491018,-0.42834462243006016,9.139550952494515,3.8490017945975055
field_alpha0.5400_lambda0.1162_strength1.0,0.54,0.11624999999999999,1.0,0.518213280955389,True,6.337434229703875,-0.7548032427430078,14.698169355588792,7.698003589195011
field_alpha0.5400_lambda0.1162_strength2.0,0.54,0.11624999999999999,2.0,0.5461266109082001,True,12.252818883798923,-1.4077204833689014,25.815406161777332,15.396007178390022
field_alpha0.5400_lambda0.1162_strength5.0,0.54,0.11624999999999999,5.0,0.5637388062879071,True,30.00313950472551,-3.3664722052465863,59.167116580342984,38.490017945975055
field_alpha0.5400_lambda0.1162_strength10.0,0.54,0.11624999999999999,10.0,0.5697605137763833,True,59.58849825269863,-6.631058408376064,114.75330061128577,76.98003589195011
field_alpha0.5400_lambda0.1175_strength0.0,0.54,0.1175,0.0,0.1337200780161444,True,1.0,-0.1014435773256404,3.5711865041712008,0.0
field_alpha0.5400_lambda0.1175_strength0.1,0.54,0.1175,0.1,0.2098296659975889,True,1.0336299971205167,-0.16663911331413506,4.6813707296909595,0.769800358919501
field_alpha0.5400_lambda0.1175_strength0.5,0.54,0.1175,0.5,0.4677446177197786,True,3.3741375589644664,-0.42742125726811303,9.122107631769994,3.8490017945975055
field_alpha0.5400_lambda0.1175_strength1.0,0.54,0.1175,1.0,0.5186773665611856,True,6.323730343464317,-0.753398937210586,14.67302875936879,7.698003589195011
field_alpha0.5400_lambda0.1175_strength2.0,0.54,0.1175,2.0,0.5465770724289175,True,12.227841920206062,-1.4053542970955324,25.77487101456638,15.396007178390022
field_alpha0.5400_lambda0.1175_strength5.0,0.54,0.1175,5.0,0.564177888124496,True,29.944287266320696,-3.3612203767503708,59.08039778015913,38.490017945975055
field_alpha0.5400_lambda0.1175_strength10.0,0.54,0.1175,10.0,0.5701968126470405,True,59.473001578652514,-6.620997176175098,114.58960905614705,76.98003589195011
field_alpha0.5400_lambda0.1187_strength0.0,0.54,0.11875,0.0,0.13427209467947965,True,1.0,-0.10100325939515815,3.5614786153084332,0.0
field_alpha0.5400_lambda0.1187_strength0.1,0.54,0.11875,0.1,0.2099866950379789,True,1.0300304309538595,-0.1661028535734045,4.670127157735678,0.769800358919501
field_alpha0.5400_lambda0.1187_strength0.5,0.54,0.11875,0.5,0.46821257319797754,True,3.3661208160373337,-0.4265012302863902,9.104721327444661,3.8490017945975055
field_alpha0.5400_lambda0.1187_strength1.0,0.54,0.11875,1.0,0.5191392328982124,True,6.310105293713221,-0.7519992011776218,14.647964039580888,7.698003589195011
field_alpha0.5400_lambda0.1187_strength2.0,0.54,0.11875,2.0,0.5470277488132013,True,12.202944917500023,-1.4029951429600855,25.734449463853334,15.396007178390022
field_alpha0.5400_lambda0.1187_strength5.0,0.54,0.11875,5.0,0.5646171489176028,True,29.885610658015665,-3.3559829683074747,58.99390573667067,38.490017945975055
field_alpha0.5400_lambda0.1187_strength10.0,0.54,0.11875,10.0,0.5706295212830823,True,59.35823217551083,-6.610962677219793,114.42633285803288,76.98003589195011
field_alpha0.5400_lambda0.1200_strength0.0,0.54,0.12,0.0,0.13482546952048508,True,1.0,-0.10056503760547784,3.5518087101070477,0.0
field_alpha0.5400_lambda0.1200_strength0.1,0.54,0.12,0.1,0.21014613159836318,True,1.0264505414276766,-0.16556893538555723,4.6589253289673955,0.769800358919501
field_alpha0.5400_lambda0.1200_strength0.5,0.54,0.12,0.5,0.46867979832427753,True,3.3581451987590554,-0.4255845265058741,9.087391804408783,3.8490017945975055
field_alpha0.5400_lambda0.1200_strength1.0,0.54,0.12,1.0,0.5195993563189226,True,6.296552778817362,-0.7506040154062701,14.622974898710508,7.698003589195011
field_alpha0.5400_lambda0.1200_strength2.0,0.54,0.12,2.0,0.5474742393027353,True,12.178225394130552,-1.4006429932070628,25.69414108731396,15.396007178390022
field_alpha0.5400_lambda0.1200_strength5.0,0.54,0.12,5.0,0.5650521394508616,True,29.82734378903519,-3.3507599266094363,58.907639653124306,38.490017945975055
field_alpha0.5400_lambda0.1200_strength10.0,0.54,0.12,10.0,0.5710608329587423,True,59.24395797008087,-6.6009548156134015,114.26347059614163,76.98003589195011
field_alpha0.5450_lambda0.1100_strength0.0,0.545,0.11,0.0,0.13086808673433908,True,1.0,-0.10399700968465954,3.6282731617555815,0.0
field_alpha0.5450_lambda0.1100_strength0.1,0.545,0.11,0.1,0.20870655297697194,True,1.0542208721197575,-0.1697433255648084,4.747286093128759,0.769800358919501
field_alpha0.5450_lambda0.1100_strength0.5,0.545,0.11,0.5,0.46504041978657307,True,3.4200856335954213,-0.43272858908540374,9.22333781862148,3.8490017945975055
field_alpha0.5450_lambda0.1100_strength1.0,0.545,0.11,1.0,0.5160346901476416,True,6.401919238616424,-0.7614601684861482,14.818402475487375,7.698003589195011
field_alpha0.5450_lambda0.1100_strength2.0,0.545,0.11,2.0,0.5440178809288337,True,12.370698372914342,-1.4189233272876354,26.008531789219155,15.396007178390022
field_alpha0.5450_lambda0.1100_strength5.0,0.545,0.11,5.0,0.5616899032139949,True,30.28127642761206,-3.391312803692098,59.578919730414505,38.490017945975055
field_alpha0.5450_lambda0.1100_strength10.0,0.545,0.11,10.0,0.567735912165313,True,60.13364667135171,-6.678628597699543,115.52956629907347,76.98003589195011
field_alpha0.5450_lambda0.1113_strength0.0,0.545,0.11125,0.0,0.13140982845004928,True,1.0,-0.10354446350129275,3.6183424997522944,0.0
field_alpha0.5450_lambda0.1113_strength0.1,0.545,0.11125,0.1,0.2088491930703976,True,1.0505099695181626,-0.16919341859142858,4.7357979835678305,0.769800358919501
field_alpha0.5450_lambda0.1113_strength0.5,0.545,0.11125,0.5,0.4655116359841419,True,3.4118378226371844,-0.4317892389519713,9.205619918829951,3.8490017945975055
field_alpha0.5450_lambda0.1113_strength1.0,0.545,0.11125,1.0,0.5165026846687222,True,6.387921960987127,-0.7600340144026492,14.792897337907599,7.698003589195011
field_alpha0.5450_lambda0.1113_strength2.0,0.545,0.11125,2.0,0.5444774226461011,True,12.34511447910763,-1.416523565304006,25.967452176062903,15.396007178390022
field_alpha0.5450_lambda0.1113_strength5.0,0.545,0.11125,5.0,0.5621387409595964,True,30.221023193509627,-3.3859922180080755,59.491116690528806,38.490017945975055
field_alpha0.5450_lambda0.1113_strength10.0,0.545,0.11125,10.0,0.5681797613842775,True,60.01567919841024,-6.668439972514854,115.3638908813053,76.98003589195011
field_alpha0.5450_lambda0.1125_strength0.0,0.545,0.1125,0.0,0.13195273365400953,True,1.0,-0.10309407611125643,3.60845083373583,0.0
field_alpha0.5450_lambda0.1125_strength0.1,0.545,0.1125,0.1,0.20899437104153432,True,1.046818775216908,-0.16864592076069887,4.724352701947935,0.769800358919501
field_alpha0.5450_lambda0.1125_strength0.5,0.545,0.1125,0.5,0.4659834663904894,True,3.4036229054877083,-0.4308532993584681,9.187960174796348,3.8490017945975055
field_alpha0.5450_lambda0.1125_strength1.0,0.545,0.1125,1.0,0.5169703502109804,True,6.373982250632495,-0.7586125226056788,14.767469515856854,7.698003589195011
field_alpha0.5450_lambda0.1125_strength2.0,0.545,0.1125,2.0,0.5449325992990119,True,12.319717187244345,-1.4141309691001016,25.92648819797791,15.396007178390022
field_alpha0.5450_lambda0.1125_strength5.0,0.545,0.1125,5.0,0.5625840828875374,True,30.161149319688608,-3.380686308583374,59.40354424434106,38.490017945975055
field_alpha0.5450_lambda0.1125_strength10.0,0.545,0.1125,10.0,0.5686208706573495,True,59.89836576892807,-6.658278541055487,115.19863765494622,76.98003589195011
field_alpha0.5450_lambda0.1138_strength0.0,0.545,0.11375,0.0,0.13249683178547092,True,1.0,-0.10264583651859521,3.5985979868823716,0.0
field_alpha0.5450_lambda0.1138_strength0.1,0.545,0.11375,0.1,0.20914121280818443,True,1.0431515364065866,-0.16810082020805747,4.712950058727393,0.769800358919501
field_alpha0.5450_lambda0.1138_strength0.5,0.545,0.11375,0.5,0.46645420502240786,True,3.395453108567703,-0.42992075496590615,9.170358346107474,3.8490017945975055
field_alpha0.5450_lambda0.1138_strength1.0,0.545,0.11375,1.0,0.5174383340197437,True,6.36009182037813,-0.757195673413217,14.742118705332578,7.698003589195011
