config_id,alpha,lambda,field_strength,lipschitz,is_stable,max_psi,final_error,total_energy,field_work
field_alpha0.5250_lambda0.1150_strength5.0,0.525,0.11499999999999999,5.0,0.5627747286076755,True,30.122919160269763,-3.376605091012076,59.32907130412565,38.490017945975055
field_alpha0.5250_lambda0.1150_strength10.0,0.525,0.11499999999999999,10.0,0.5687953494182857,True,59.82236059769923,-6.650486882147626,115.06162351030846,76.98003589195011
field_alpha0.5250_lambda0.1162_strength0.0,0.525,0.11624999999999999,0.0,0.13191393888869105,True,1.0,-0.1022770585655809,3.5867087814029937,0.0
field_alpha0.5250_lambda0.1162_strength0.1,0.525,0.11624999999999999,0.1,0.21037044308256475,True,1.0413816405811078,-0.1676580470649349,4.699813450129508,0.769800358919501
field_alpha0.5250_lambda0.1162_strength0.5,0.525,0.11624999999999999,0.5,0.46692054189235876,True,3.391104435659165,-0.42918200106235055,9.15223212503555,3.8490017945975055
field_alpha0.5250_lambda0.1162_strength1.0,0.525,0.11624999999999999,1.0,0.5177555458609847,True,6.352052554857943,-0.7560869435591197,14.717755468668093,7.698003589195011
field_alpha0.5250_lambda0.1162_strength2.0,0.525,0.11624999999999999,2.0,0.5456262405286408,True,12.278879156765356,-1.4098968285526594,25.848802155933207,15.396007178390022
field_alpha0.5250_lambda0.1162_strength5.0,0.525,0.11624999999999999,5.0,0.563218295359741,True,30.06344700574028,-3.371326483533276,59.24194221772851,38.490017945975055
field_alpha0.5250_lambda0.1162_strength10.0,0.525,0.11624999999999999,10.0,0.5692362555227596,True,59.70565686415369,-6.640375908500976,114.89717565405405,76.98003589195011
field_alpha0.5250_lambda0.1175_strength0.0,0.525,0.1175,0.0,0.13247316715084367,True,1.0,-0.10183294234577556,3.576936903069478,0.0
field_alpha0.5250_lambda0.1175_strength0.1,0.525,0.1175,0.1,0.21052305349352265,True,1.0377442746461896,-0.16711753131065754,4.688498990413683,0.769800358919501
field_alpha0.5250_lambda0.1175_strength0.5,0.525,0.1175,0.5,0.46738934674698435,True,3.3830061397472746,-0.428255887170185,9.134747339790485,3.8490017945975055
field_alpha0.5250_lambda0.1175_strength1.0,0.525,0.1175,1.0,0.5182190495278562,True,6.338300078872981,-0.7546788319945941,14.692557776511485,7.698003589195011
field_alpha0.5250_lambda0.1175_strength2.0,0.525,0.1175,2.0,0.5460799563724258,True,12.253739383778282,-1.4075247216434126,25.80817864995351,15.396007178390022
field_alpha0.5250_lambda0.1175_strength5.0,0.525,0.1175,5.0,0.5636613639409815,True,30.004189442110388,-3.3660623905898683,59.15504127027955,38.490017945975055
field_alpha0.5250_lambda0.1175_strength10.0,0.525,0.1175,10.0,0.5696722932484406,True,59.58982185932468,-6.630291838833959,114.73314563748959,76.98003589195011
field_alpha0.5250_lambda0.1187_strength0.0,0.525,0.11875,0.0,0.13303376939576814,True,1.0,-0.10139094040579759,3.567203288914194,0.0
field_alpha0.5250_lambda0.1187_strength0.1,0.525,0.11875,0.1,0.2106778470456631,True,1.034127835933079,-0.1665793767673484,4.67722657632701,0.769800358919501
field_alpha0.5250_lambda0.1187_strength0.5,0.525,0.11875,0.5,0.4678587446001257,True,3.374939944884911,-0.4273331222135509,9.117319725978259,3.8490017945975055
field_alpha0.5250_lambda0.1187_strength1.0,0.525,0.11875,1.0,0.5186826516990087,True,6.324598494968952,-0.7532753040213035,14.667436163042314,7.698003589195011
field_alpha0.5250_lambda0.1187_strength2.0,0.525,0.11875,2.0,0.5465299909321172,True,12.228767559632134,-1.40515966763681,25.767669037170432,15.396007178390022
field_alpha0.5250_lambda0.1187_strength5.0,0.525,0.11875,5.0,0.5641000586086958,True,29.9453511504043,-3.360812758483331,59.06836765955481,38.490017945975055
field_alpha0.5250_lambda0.1187_strength10.0,0.525,0.11875,10.0,0.5701082171760834,True,59.47435389166272,-6.620234576560863,114.5695320301954,76.98003589195011
field_alpha0.5250_lambda0.1200_strength0.0,0.525,0.12,0.0,0.13359577572323159,True,1.0,-0.10095104199135947,3.55750776575855,0.0
field_alpha0.5250_lambda0.1200_strength0.1,0.525,0.12,0.1,0.21083535997649386,True,1.0305295707735476,-0.1660435718264891,4.665996022176336,0.769800358919501
field_alpha0.5250_lambda0.1200_strength0.5,0.525,0.12,0.5,0.46832871727886705,True,3.366905794807901,-0.4264136911670079,9.099949047847485,3.8490017945975055
field_alpha0.5250_lambda0.1200_strength1.0,0.525,0.12,1.0,0.5191464786621944,True,6.310945994363217,-0.7518763403426567,14.642390329936422,7.698003589195011
field_alpha0.5250_lambda0.1200_strength2.0,0.525,0.12,2.0,0.5469802399115811,True,12.203875640772008,-1.4028016386939541,25.7272728941143,15.396007178390022
field_alpha0.5250_lambda0.1200_strength5.0,0.525,0.12,5.0,0.5645389318961981,True,29.88668837539413,-3.355577533747844,58.98192058664792,38.490017945975055
field_alpha0.5250_lambda0.1200_strength10.0,0.525,0.12,10.0,0.5705428234964165,True,59.35937657582482,-6.610204025504328,114.4063334075372,76.98003589195011
field_alpha0.5300_lambda0.1100_strength0.0,0.53,0.11,0.0,0.1295695125767384,True,1.0,-0.10439647053710065,3.6341787736587223,0.0
field_alpha0.5300_lambda0.1100_strength0.1,0.53,0.11,0.1,0.2094103399189844,True,1.0584526062735793,-0.1702330611757447,4.754587653758643,0.769800358919501
field_alpha0.5300_lambda0.1100_strength0.5,0.53,0.11,0.5,0.46468069036890786,True,3.429215439128762,-0.43357942373031955,9.236223174158317,3.8490017945975055
field_alpha0.5300_lambda0.1100_strength1.0,0.53,0.11,1.0,0.5155666266722931,True,6.416932193493283,-0.7627623769235395,14.838267574657925,7.698003589195011
field_alpha0.5300_lambda0.1100_strength2.0,0.53,0.11,2.0,0.5435095721372063,True,12.397367413237145,-1.421128283309977,26.042356375657107,15.396007178390022
field_alpha0.5300_lambda0.1100_strength5.0,0.53,0.11,5.0,0.5611605350911639,True,30.342980511034828,-3.3962260024692945,59.65462277865474,38.490017945975055
field_alpha0.5300_lambda0.1100_strength10.0,0.53,0.11,10.0,0.5671991319181924,True,60.25386874855711,-6.688055534401487,115.67506678365065,76.98003589195011
field_alpha0.5300_lambda0.1113_strength0.0,0.53,0.11125,0.0,0.13011950880973974,True,1.0,-0.10394219625865372,3.6242217438216486,0.0
field_alpha0.5300_lambda0.1113_strength0.1,0.53,0.11125,0.1,0.2095508113910232,True,1.0547242841204223,-0.1696812114357517,4.743070004578449,0.769800358919501
field_alpha0.5300_lambda0.1113_strength0.5,0.53,0.11125,0.5,0.46515466983834275,True,3.4209068007659122,-0.4326372721441439,9.218463047605645,3.8490017945975055
field_alpha0.5300_lambda0.1113_strength1.0,0.53,0.11125,1.0,0.5160377452990694,True,6.4028385674877,-0.7613323480296342,14.81270435138964,7.698003589195011
field_alpha0.5300_lambda0.1113_strength2.0,0.53,0.11125,2.0,0.5439684429305247,True,12.371705885123056,-1.4187224998006143,26.001186958957632,15.396007178390022
field_alpha0.5300_lambda0.1113_strength5.0,0.53,0.11125,5.0,0.5616096303583792,True,30.282513500357854,-3.3908929551135576,59.56663478166161,38.490017945975055
field_alpha0.5300_lambda0.1113_strength10.0,0.53,0.11125,10.0,0.5676448312579182,True,60.13532648898787,-6.677843713968462,115.5090478195016,76.98003589195011
field_alpha0.5300_lambda0.1125_strength0.0,0.53,0.1125,0.0,0.13067071495087015,True,1.0,-0.10349008836095142,3.6143038201297637,0.0
field_alpha0.5300_lambda0.1125_strength0.1,0.53,0.1125,0.1,0.20969400290842014,True,1.0510147773372795,-0.1691317791050528,4.731595303104762,0.769800358919501
field_alpha0.5300_lambda0.1125_strength0.5,0.53,0.1125,0.5,0.4656257577237454,True,3.412657098358412,-0.4316985420814578,9.200761235004746,3.8490017945975055
field_alpha0.5300_lambda0.1125_strength1.0,0.53,0.1125,1.0,0.5165077353472745,True,6.388812938285431,-0.7599069958019645,14.787218649879733,7.698003589195011
field_alpha0.5300_lambda0.1125_strength2.0,0.53,0.1125,2.0,0.5444275489917331,True,12.346127275948458,-1.4163239032429773,25.960133479629683,15.396007178390022
field_alpha0.5300_lambda0.1125_strength5.0,0.53,0.1125,5.0,0.5620580704760474,True,30.22227459205041,-3.3855746255660155,59.4788779688796,38.490017945975055
field_alpha0.5300_lambda0.1125_strength10.0,0.53,0.1125,10.0,0.568090609747948,True,60.017143934311015,-6.6676591627710895,115.3434521176295,76.98003589195011
field_alpha0.5300_lambda0.1138_strength0.0,0.53,0.11375,0.0,0.13122316294799627,True,1.0,-0.1030401358131331,3.604424825274742,0.0
field_alpha0.5300_lambda0.1138_strength0.1,0.53,0.11375,0.1,0.20983991496322427,True,1.0473239830990102,-0.1685847522816666,4.720163359277144,0.769800358919501
field_alpha0.5300_lambda0.1138_strength0.5,0.53,0.11375,0.5,0.4660970436887101,True,3.404443307018562,-0.43076321815580126,9.183117495286764,3.8490017945975055
field_alpha0.5300_lambda0.1138_strength1.0,0.53,0.11375,1.0,0.5169749156255511,True,6.374875609871295,-0.7584863004984688,14.761810165298778,7.698003589195011
field_alpha0.5300_lambda0.1138_strength2.0,0.53,0.11375,2.0,0.5448846845827223,True,12.320681072430187,-1.4139324651838048,25.91919550532281,15.396007178390022
field_alpha0.5300_lambda0.1138_strength5.0,0.53,0.11375,5.0,0.5625053466206927,True,30.162289905864796,-3.3802709592398124,59.39135152539495,38.490017945975055
field_alpha0.5300_lambda0.1138_strength10.0,0.53,0.11375,10.0,0.5685313389470161,True,59.8998598718243,-6.657501782666491,115.17827822551511,76.98003589195011
field_alpha0.5300_lambda0.1150_strength0.0,0.53,0.11499999999999999,0.0,0.13177688422764613,True,1.0,-0.10259232764255288,3.59458458281461,0.0
field_alpha0.5300_lambda0.1150_strength0.1,0.53,0.11499999999999999,0.1,0.20998854797224797,True,1.043651799152336,-0.16804011912540226,4.70877398395171,0.769800358919501
field_alpha0.5300_lambda0.1150_strength0.5,0.53,0.11499999999999999,0.5,0.4665689385212167,True,3.3962622139097496,-0.42983128505679924,9.165531588500109,3.8490017945975055
field_alpha0.5300_lambda0.1150_strength1.0,0.53,0.11499999999999999,1.0,0.5174424216197383,True,6.360987422227433,-0.757070242471045,14.736478594185598,7.698003589195011
field_alpha0.5300_lambda0.1150_strength2.0,0.53,0.11499999999999999,2.0,0.545339254761367,True,12.29537986902712,-1.4115481572995368,25.87837260555657,15.396007178390022
field_alpha0.5300_lambda0.1150_strength5.0,0.53,0.11499999999999999,5.0,0.5629489189493074,True,30.10269387107294,-3.3749819017850093,59.304054639669516,38.490017945975055
field_alpha0.5300_lambda0.1150_strength10.0,0.53,0.11499999999999999,10.0,0.5689722506093343,True,59.78291864220039,-6.647371475927464,115.01352469652439,76.98003589195011
field_alpha0.5300_lambda0.1162_strength0.0,0.53,0.11624999999999999,0.0,0.13233190969973876,True,1.0,-0.10214665293446482,3.5847829171693233,0.0
field_alpha0.5300_lambda0.1162_strength0.1,0.53,0.11624999999999999,0.1,0.21013930781937734,True,1.0400010658359569,-0.16749786785752555,4.6974269888964475,0.769800358919501
field_alpha0.5300_lambda0.1162_strength0.5,0.53,0.11624999999999999,0.5,0.46703840742208497,True,3.388135644369827,-0.4289027275497686,9.14800327580495,3.8490017945975055
field_alpha0.5300_lambda0.1162_strength1.0,0.53,0.11624999999999999,1.0,0.5179081146653469,True,6.3471743309148305,-0.7556588021650718,14.711223634440566,7.698003589195011
field_alpha0.5300_lambda0.1162_strength2.0,0.53,0.11624999999999999,2.0,0.5457940495791345,True,12.270160013177932,-1.409170951395681,25.837664351711844,15.396007178390022
field_alpha0.5300_lambda0.1162_strength5.0,0.53,0.11624999999999999,5.0,0.5633926788546586,True,30.043276478469274,-3.3697073990875026,59.21698650352562,38.490017945975055
field_alpha0.5300_lambda0.1162_strength10.0,0.53,0.11624999999999999,10.0,0.5694110886839759,True,59.666555233931575,-6.637268145240542,114.84919008988186,76.98003589195011
field_alpha0.5300_lambda0.1175_strength0.0,0.53,0.1175,0.0,0.1328882697621029,True,1.0,-0.10170310083170987,3.5750196536163457,0.0
